sampleID,siteID,type,collection,dateTime,dateTimeStart,dateTimeEnd,sizeL,fieldSampleTempC,shippedOnIce,sentDate,recDate,notes,sampleDate
271R-I-A1,GE BOOTH,pstGrit,cpTP24h,,2021-01-13 09:33:00.000,2021-01-14 09:33:00.000,5,4.0,Yes,2021-01-18,2021-01-18 12:40:00,,2021-01-14
270R-I-A1,CLARKSON,pstGrit,cpTP24h,,2021-01-13 08:33:00.000,2021-01-14 08:33:00.000,5,4.0,Yes,2021-01-18,2021-01-18 12:40:00,,2021-01-14
272R-I-A1,HUMBER AMF,rawWW,cpTP24h,,2021-01-13 13:48:00.000,2021-01-14 13:48:00.000,5,4.0,Yes,2021-01-18,2021-01-18 14:30:00,,2021-01-14
271F-I-A1,GE BOOTH,pstGrit,cpTP24h,,2021-01-14 09:44:00.000,2021-01-15 09:44:00.000,5,4.0,Yes,2021-01-18,2021-01-18 12:40:00,,2021-01-15
270F-I-A1,CLARKSON,pstGrit,cpTP24h,,2021-01-14 09:11:00.000,2021-01-15 09:11:00.000,5,4.0,Yes,2021-01-18,2021-01-18 12:40:00,,2021-01-15
272F-I-A1,HUMBER AMF,rawWW,cpTP24h,,2021-01-14 13:48:00.000,2021-01-15 13:48:00.000,5,4.0,Yes,2021-01-18,2021-01-18 12:40:00,,2021-01-15
285S-I-A1,WATERLOO,rawWW,cpTP24h,,2021-01-15 08:00:00.000,2021-01-16 08:00:00.000,10,4.0,Yes,2021-01-18,2021-01-18 11:00:00,,2021-01-16
286S-I-A1,KITCHENER,pstGrit,cpTP24h,,2021-01-15 07:00:00.000,2021-01-16 07:00:00.000,10,4.0,Yes,2021-01-18,2021-01-18 11:00:00,,2021-01-16
287S-I-A1,GALT,rawWW,cpTP24h,,2021-01-15 10:30:00.000,2021-01-16 10:30:00.000,10,4.0,Yes,2021-01-18,2021-01-18 11:00:00,,2021-01-16
279M-I-A1,CLARKSON,pstGrit,cpTP24h,,2021-01-17 09:13:00.000,2021-01-18 09:13:00.000,5,4.0,Yes,2021-01-18,2021-01-18 12:40:00,,2021-01-18
281M-I-A1,HUMBER AMF,rawWW,cpTP24h,,2021-01-17 10:45:00.000,2021-01-18 10:45:00.000,5,4.0,Yes,2021-01-18,2021-01-18 14:30:00,,2021-01-18
280M-I-A1,GE BOOTH,pstGrit,grb,2021-01-18 10:07:00.000,,,5,15.0,Yes,2021-01-18,2021-01-18 12:40:00,,2021-01-18
280M-I-B1,GE BOOTH,pstGrit,grb,2021-01-18 10:07:00.000,,,5,15.0,Yes,2021-01-18,2021-01-18 12:40:00,,2021-01-18
285T-I-A1,WATERLOO,rawWW,cpTP24h,,2021-01-18 08:00:00.000,2021-01-19 08:00:00.000,10,4.0,Yes,2021-01-19,2021-01-19 10:45:00,,2021-01-19
286T-I-A1,KITCHENER,pstGrit,cpTP24h,,2021-01-18 07:50:00.000,2021-01-19 07:50:00.000,10,4.0,Yes,2021-01-19,2021-01-19 10:45:00,,2021-01-19
287T-I-A1,GALT,rawWW,cpTP24h,,2021-01-18 08:00:00.000,2021-01-19 08:00:00.000,10,4.0,Yes,2021-01-19,2021-01-19 10:45:00,,2021-01-19
280T-I-A1,GE BOOTH,pstGrit,cpTP24h,,2021-01-18 09:20:00.000,2021-01-19 09:20:00.000,5,4.0,Yes,2021-01-20,2021-01-20 11:30:00,,2021-01-19
279T-I-A1,CLARKSON,pstGrit,cpTP24h,,2021-01-18 08:47:00.000,2021-01-19 08:47:00.000,5,4.0,Yes,2021-01-20,2021-01-20 11:30:00,,2021-01-19
281T-I-A1,HUMBER AMF,rawWW,cpTP24h,,2021-01-18 11:56:00.000,2021-01-19 11:56:00.000,5,4.0,Yes,2021-01-20,2021-01-20 11:30:00,,2021-01-19
280W-I-A1,GE BOOTH,pstGrit,cpTP24h,,2021-01-19 09:03:00.000,2021-01-20 09:03:00.000,5,4.0,Yes,2021-01-20,2021-01-20 11:30:00,,2021-01-20
279W-I-A1,CLARKSON,pstGrit,cpTP24h,,2021-01-19 08:30:00.000,2021-01-20 08:30:00.000,5,4.0,Yes,2021-01-20,2021-01-20 11:30:00,,2021-01-20
281W-I-A1,HUMBER AMF,rawWW,cpTP24h,,2021-01-19 08:45:00.000,2021-01-20 08:45:00.000,5,4.0,Yes,2021-01-20,2021-01-20 11:30:00,,2021-01-20
286R-I-A1,KITCHENER,pstGrit,cpTP24h,,2021-01-20 07:50:00.000,2021-01-21 07:50:00.000,10,4.0,Yes,2021-01-21,2021-01-21 10:50:00,,2021-01-21
285R-I-A1,WATERLOO,rawWW,cpTP24h,,2021-01-20 08:00:00.000,2021-01-21 08:00:00.000,10,4.0,Yes,2021-01-21,2021-01-21 10:50:00,,2021-01-21
287R-I-A1,GALT,rawWW,cpTP24h,,2021-01-20 10:30:00.000,2021-01-21 10:30:00.000,10,4.0,Yes,2021-01-21,2021-01-21 10:50:00,,2021-01-21
280R-I-A1,GE BOOTH,pstGrit,cpTP24h,,2021-01-20 08:29:00.000,2021-01-21 08:29:00.000,5,4.0,Yes,2021-01-21,2021-01-21 12:20:00,,2021-01-21
279R-I-A1,CLARKSON,pstGrit,cpTP24h,,2021-01-20 08:57:00.000,2021-01-21 08:57:00.000,5,4.0,Yes,2021-01-21,2021-01-21 12:20:00,,2021-01-21
281R-I-A1,HUMBER AMF,rawWW,cpTP24h,,2021-01-20 10:37:00.000,2021-01-21 10:37:00.000,5,4.0,Yes,2021-01-25,2021-01-25 14:20:00,,2021-01-21
280F-I-A1,GE BOOTH,pstGrit,cpTP24h,,2021-01-21 09:12:00.000,2021-01-22 09:12:00.000,5,4.0,Yes,2021-01-25,2021-01-25 14:20:00,,2021-01-22
279F-I-CB9,CLARKSON,pstGrit,cpTP24h,,2021-01-21 08:24:00.000,2021-01-22 08:24:00.000,5,4.0,Yes,2021-01-25,2021-01-25 14:20:00,,2021-01-22
279F-I-CB10,CLARKSON,pstGrit,cpTP24h,,2021-01-21 08:24:00.000,2021-01-22 08:24:00.000,5,4.0,Yes,2021-01-25,2021-01-25 14:20:00,,2021-01-22
279F-I-CB11,CLARKSON,pstGrit,cpTP24h,,2021-01-21 08:24:00.000,2021-01-22 08:24:00.000,5,4.0,Yes,2021-01-25,2021-01-25 14:20:00,,2021-01-22
279F-I-CB12,CLARKSON,pstGrit,cpTP24h,,2021-01-21 08:24:00.000,2021-01-22 08:24:00.000,5,4.0,Yes,2021-01-25,2021-01-25 14:20:00,,2021-01-22
281F-I-A1,HUMBER AMF,rawWW,cpTP24h,,2021-01-21 10:37:00.000,2021-01-22 10:37:00.000,5,4.0,Yes,2021-01-25,2021-01-25 14:20:00,,2021-01-22
289S-I-A1,KITCHENER,pstGrit,cpTP24h,,2021-01-22 08:00:00.000,2021-01-23 08:00:00.000,10,4.0,Yes,2021-01-25,2021-01-25 10:45:00,,2021-01-23
288S-I-A1,WATERLOO,rawWW,cpTP24h,,2021-01-22 08:00:00.000,2021-01-23 08:00:00.000,10,4.0,Yes,2021-01-25,2021-01-25 10:45:00,,2021-01-23
290S-I-A1,GALT,rawWW,cpTP24h,,2021-01-22 08:30:00.000,2021-01-23 08:30:00.000,10,4.0,Yes,2021-01-25,2021-01-25 10:45:00,,2021-01-23
305M-I-A1,HUMBER AMF,rawWW,cpTP24h,,2021-01-24 10:52:00.000,2021-01-25 10:52:00.000,5,4.0,Yes,2021-01-25,2021-01-25 14:20:00,,2021-01-25
305M-I-A2,HUMBER AMF,rawWW,cpTP24h,,2021-01-24 10:52:00.000,2021-01-25 10:52:00.000,5,4.0,Yes,2021-01-25,2021-01-25 14:20:00,,2021-01-25
303M-I-A1,CLARKSON,pstGrit,grb,2021-01-25 08:53:00.000,,,5,4.3,Yes,2021-01-25,2021-01-25 14:20:00,,2021-01-25
303M-I-A2,CLARKSON,pstGrit,grb,2021-01-25 08:53:00.000,,,5,4.3,Yes,2021-01-25,2021-01-25 14:20:00,,2021-01-25
303M-I-B1,CLARKSON,pstGrit,grb,2021-01-25 08:53:00.000,,,5,4.3,Yes,2021-01-25,2021-01-25 14:20:00,,2021-01-25
304M-I-A1,GE BOOTH,pstGrit,grb,2021-01-25 09:34:00.000,,,5,5.8,Yes,2021-01-25,2021-01-25 14:20:00,,2021-01-25
304M-I-A2,GE BOOTH,pstGrit,grb,2021-01-25 09:34:00.000,,,5,5.8,Yes,2021-01-25,2021-01-25 14:20:00,,2021-01-25
304M-I-B1,GE BOOTH,pstGrit,grb,2021-01-25 09:34:00.000,,,5,5.8,Yes,2021-01-25,2021-01-25 14:20:00,,2021-01-25
289T-I-A1,KITCHENER,pstGrit,cpTP24h,,2021-01-25 07:30:00.000,2021-01-26 07:30:00.000,10,4.0,Yes,2021-01-26,2021-01-26 12:00:00,,2021-01-26
289T-I-A2,KITCHENER,pstGrit,cpTP24h,,2021-01-25 07:30:00.000,2021-01-26 07:30:00.000,10,4.0,Yes,2021-01-26,2021-01-26 12:00:00,,2021-01-26
288T-I-A1,WATERLOO,rawWW,cpTP24h,,2021-01-25 08:00:00.000,2021-01-26 08:00:00.000,10,4.0,Yes,2021-01-26,2021-01-26 12:00:00,,2021-01-26
290T-I-A1,GALT,rawWW,cpTP24h,,2021-01-25 08:39:00.000,2021-01-26 08:39:00.000,10,4.0,Yes,2021-01-26,2021-01-26 12:00:00,,2021-01-26
304T-I-A1,GE BOOTH,pstGrit,cpTP24h,,2021-01-25 09:23:00.000,2021-01-26 09:23:00.000,5,4.0,Yes,2021-01-27,2021-01-27 12:20:00,,2021-01-26
303T-I-A1,CLARKSON,pstGrit,cpTP24h,,2021-01-25 08:37:00.000,2021-01-26 08:37:00.000,5,4.0,Yes,2021-01-27,2021-01-27 12:20:00,,2021-01-26
305T-I-CB9,HUMBER AMF,rawWW,cpTP24h,,2021-01-25 11:48:00.000,2021-01-26 11:48:00.000,5,4.0,Yes,2021-01-27,2021-01-27 12:20:00,,2021-01-26
305T-I-CB10,HUMBER AMF,rawWW,cpTP24h,,2021-01-25 11:48:00.000,2021-01-26 11:48:00.000,5,4.0,Yes,2021-01-27,2021-01-27 12:20:00,,2021-01-26
305T-I-CB11,HUMBER AMF,rawWW,cpTP24h,,2021-01-25 11:48:00.000,2021-01-26 11:48:00.000,5,4.0,Yes,2021-01-27,2021-01-27 12:20:00,,2021-01-26
305T-I-CB12,HUMBER AMF,rawWW,cpTP24h,,2021-01-25 11:48:00.000,2021-01-26 11:48:00.000,5,4.0,Yes,2021-01-27,2021-01-27 12:20:00,,2021-01-26
304W-I-A1,GE BOOTH,pstGrit,cpTP24h,,2021-01-26 09:36:00.000,2021-01-27 09:36:00.000,5,4.0,Yes,2021-01-27,2021-01-27 12:20:00,,2021-01-27
303W-I-A1,CLARKSON,pstGrit,cpTP24h,,2021-01-26 08:58:00.000,2021-01-27 08:58:00.000,5,4.0,Yes,2021-01-27,2021-01-27 12:20:00,,2021-01-27
305W-I-A1,HUMBER AMF,rawWW,cpTP24h,,2021-01-26 09:08:00.000,2021-01-27 09:08:00.000,5,4.0,Yes,2021-01-27,2021-01-27 12:20:00,,2021-01-27
288R-I-A1,WATERLOO,rawWW,cpTP24h,,2021-01-27 08:00:00.000,2021-01-28 08:00:00.000,10,4.0,Yes,2021-01-28,2021-01-28 10:45:00,,2021-01-28
289R-I-A1,KITCHENER,pstGrit,cpTP24h,,2021-01-27 07:45:00.000,2021-01-28 07:45:00.000,10,4.0,Yes,2021-01-28,2021-01-28 10:45:00,,2021-01-28
290R-I-A1,GALT,rawWW,cpTP24h,,2021-01-27 08:30:00.000,2021-01-28 08:30:00.000,10,4.0,Yes,2021-01-28,2021-01-28 10:45:00,,2021-01-28
304R-I-A1,GE BOOTH,pstGrit,cpTP24h,,2021-01-27 10:03:00.000,2021-01-28 10:03:00.000,5,4.0,Yes,2021-02-01,2021-02-01 14:40:00,,2021-01-28
303R-I-A1,CLARKSON,pstGrit,cpTP24h,,2021-01-27 08:54:00.000,2021-01-28 08:54:00.000,5,4.0,Yes,2021-02-01,2021-02-01 14:40:00,,2021-01-28
305R-I-A1,HUMBER AMF,rawWW,cpTP24h,,2021-01-27 11:48:00.000,2021-01-28 11:48:00.000,5,4.0,Yes,2021-02-01,2021-02-01 14:40:00,,2021-01-28
304F-I-A1,GE BOOTH,pstGrit,grb,2021-01-29 09:40:00.000,,,5,2.1,Yes,2021-02-01,2021-02-01 14:40:00,,2021-01-29
304F-I-B1,GE BOOTH,pstGrit,grb,2021-01-29 09:40:00.000,,,5,2.1,Yes,2021-02-01,2021-02-01 14:40:00,,2021-01-29
303F-I-A1,CLARKSON,pstGrit,cpTP24h,,2021-01-28 09:00:00.000,2021-01-29 09:00:00.000,5,4.0,Yes,2021-02-01,2021-02-01 14:40:00,,2021-01-29
305F-I-A1,HUMBER AMF,rawWW,cpTP24h,,2021-01-28 12:30:00.000,2021-01-29 12:30:00.000,5,4.0,Yes,2021-02-01,2021-02-01 14:40:00,,2021-01-29
310S-I-A1,KITCHENER,pstGrit,cpTP24h,,2021-01-29 07:45:00.000,2021-01-30 07:45:00.000,10,4.0,Yes,2021-02-01,2021-02-01 23:45:00,,2021-01-30
309S-I-A1,WATERLOO,rawWW,cpTP24h,,2021-01-29 08:00:00.000,2021-01-30 08:00:00.000,10,4.0,Yes,2021-02-01,2021-02-01 23:45:00,,2021-01-30
311S-I-A1,GALT,rawWW,cpTP24h,,2021-01-29 08:30:00.000,2021-01-30 08:30:00.000,10,4.0,Yes,2021-02-01,2021-02-01 23:45:00,,2021-01-30
315M-I-A1,GE BOOTH,pstGrit,grb,2021-02-01 09:14:00.000,,,5,9.0,Yes,2021-02-01,2021-02-01 14:40:00,,2021-02-01
315M-I-B1,GE BOOTH,pstGrit,grb,2021-02-01 09:14:00.000,,,5,9.0,Yes,2021-02-01,2021-02-01 14:40:00,,2021-02-01
314M-I-A1,CLARKSON,pstGrit,grb,2021-02-01 08:22:00.000,,,5,7.2,Yes,2021-02-01,2021-02-01 14:40:00,,2021-02-01
314M-I-B1,CLARKSON,pstGrit,grb,2021-02-01 08:22:00.000,,,5,7.2,Yes,2021-02-01,2021-02-01 14:40:00,,2021-02-01
316M-I-A1,HUMBER AMF,rawWW,cpTP24h,,2021-01-31 10:19:00.000,2021-02-01 10:19:00.000,5,4.0,Yes,2021-02-01,2021-02-01 14:40:00,,2021-02-01
314T-I-A1,CLARKSON,pstGrit,cpTP24h,,2021-02-01 09:01:00.000,2021-02-02 09:01:00.000,5,4.0,Yes,2021-02-03,2021-02-03 11:45:00,,2021-02-02
315T-I-A1,GE BOOTH,pstGrit,cpTP24h,,2021-02-01 10:16:00.000,2021-02-02 10:16:00.000,5,4.0,Yes,2021-02-03,2021-02-03 11:45:00,,2021-02-02
316T-I-A1,HUMBER AMF,rawWW,cpTP24h,,2021-02-01 11:14:00.000,2021-02-02 11:14:00.000,5,4.0,Yes,2021-02-03,2021-02-03 11:45:00,,2021-02-02
310T-I-A1,KITCHENER,pstGrit,cpTP24h,,2021-02-01 08:00:00.000,2021-02-02 08:00:00.000,10,4.0,Yes,2021-02-02,2021-02-02 11:45:00,,2021-02-02
309T-I-A1,WATERLOO,rawWW,cpTP24h,,2021-02-01 08:00:00.000,2021-02-02 08:00:00.000,10,4.0,Yes,2021-02-02,2021-02-02 11:45:00,,2021-02-02
311T-I-A1,GALT,rawWW,cpTP24h,,2021-02-01 08:30:00.000,2021-02-02 08:30:00.000,10,4.0,Yes,2021-02-02,2021-02-02 11:45:00,,2021-02-02
314W-I-A1,CLARKSON,pstGrit,cpTP24h,,2021-02-02 08:30:00.000,2021-02-03 08:30:00.000,5,4.0,Yes,2021-02-03,2021-02-03 11:45:00,,2021-02-03
315W-I-A1,GE BOOTH,pstGrit,cpTP24h,,2021-02-02 09:07:00.000,2021-02-03 09:07:00.000,5,4.0,Yes,2021-02-03,2021-02-03 11:45:00,,2021-02-03
316W-I-A1,HUMBER AMF,rawWW,cpTP24h,,2021-02-02 08:50:00.000,2021-02-03 08:50:00.000,5,4.0,Yes,2021-02-03,2021-02-03 11:45:00,,2021-02-03
310R-I-A1,KITCHENER,pstGrit,cpTP24h,,2021-02-03 07:30:00.000,2021-02-04 07:30:00.000,10,4.0,Yes,2021-02-04,2021-02-04 10:45:00,,2021-02-04
309R-I-A1,WATERLOO,rawWW,cpTP24h,,2021-02-03 08:00:00.000,2021-02-04 08:00:00.000,10,4.0,Yes,2021-02-04,2021-02-04 10:45:00,,2021-02-04
311R-I-A1,GALT,rawWW,cpTP24h,,2021-02-03 08:05:00.000,2021-02-04 08:05:00.000,10,4.0,Yes,2021-02-04,2021-02-04 10:45:00,,2021-02-04
315R-I-A1,GE BOOTH,pstGrit,cpTP24h,,2021-02-03 10:51:00.000,2021-02-04 10:51:00.000,5,4.0,Yes,2021-02-08,2021-02-08 15:05:00,,2021-02-04
314R-I-A1,CLARKSON,pstGrit,cpTP24h,,2021-02-03 09:41:00.000,2021-02-04 09:41:00.000,5,4.0,Yes,2021-02-08,2021-02-08 15:05:00,,2021-02-04
316R-I-A1,HUMBER AMF,rawWW,cpTP24h,,2021-02-03 09:54:00.000,2021-02-04 09:54:00.000,5,4.0,Yes,2021-02-08,2021-02-08 15:05:00,,2021-02-04
315F-I-A1,GE BOOTH,pstGrit,cpTP24h,,2021-02-04 08:58:00.000,2021-02-05 08:58:00.000,5,4.0,Yes,2021-02-08,2021-02-08 15:05:00,,2021-02-05
314F-I-A1,CLARKSON,pstGrit,cpTP24h,,2021-02-04 08:14:00.000,2021-02-05 08:14:00.000,5,4.0,Yes,2021-02-08,2021-02-08 15:05:00,,2021-02-05
316F-I-A1,HUMBER AMF,rawWW,cpTP24h,,2021-02-04 09:54:00.000,2021-02-05 09:54:00.000,5,4.0,Yes,2021-02-08,2021-02-08 15:05:00,,2021-02-05
320S-I-A1,WATERLOO,rawWW,cpTP24h,,2021-02-05 08:00:00.000,2021-02-06 08:00:00.000,10,4.0,Yes,2021-02-08,2021-02-08 10:35:00,,2021-02-06
322S-I-A1,GALT,rawWW,cpTP24h,,2021-02-05 08:00:00.000,2021-02-06 08:00:00.000,10,4.0,Yes,2021-02-08,2021-02-08 10:35:00,,2021-02-06
321S-I-A1,KITCHENER,pstGrit,cpTP24h,,2021-02-06 07:30:00.000,2021-02-07 07:30:00.000,10,4.0,Yes,2021-02-08,2021-02-08 10:35:00,,2021-02-07
323M-I-A1,CLARKSON,pstGrit,grb,2021-02-08 09:20:00.000,,,5,9.9,Yes,2021-02-08,2021-02-08 15:05:00,,2021-02-08
323M-I-B1,CLARKSON,pstGrit,grb,2021-02-08 09:20:00.000,,,5,9.9,Yes,2021-02-08,2021-02-08 15:05:00,,2021-02-08
329M-I-A1,LESLIE,rawWW,grb,2021-02-08 10:22:00.000,,,3,14.0,Yes,2021-02-08,2021-02-08 12:55:00,,2021-02-08
329M-I-B1,LESLIE,rawWW,grb,2021-02-08 10:22:00.000,,,3,14.0,Yes,2021-02-08,2021-02-08 12:55:00,,2021-02-08
325M-I-A1,HUMBER AMF,rawWW,grb,2021-02-08 12:10:00.000,,,5,7.9,Yes,2021-02-08,2021-02-08 15:05:00,,2021-02-08
325M-I-B1,HUMBER AMF,rawWW,grb,2021-02-08 12:10:00.000,,,5,7.9,Yes,2021-02-08,2021-02-08 15:05:00,,2021-02-08
320T-I-A1,WATERLOO,rawWW,cpTP24h,,2021-02-08 08:00:00.000,2021-02-09 08:00:00.000,10,4.0,Yes,2021-02-09,2021-02-09 11:00:00,,2021-02-09
320T-I-A2,WATERLOO,rawWW,cpTP24h,,2021-02-08 08:00:00.000,2021-02-09 08:00:00.000,10,4.0,Yes,2021-02-09,2021-02-09 11:00:00,,2021-02-09
321T-I-A1,KITCHENER,pstGrit,cpTP24h,,2021-02-08 08:00:00.000,2021-02-09 08:00:00.000,10,4.0,Yes,2021-02-09,2021-02-09 11:00:00,,2021-02-09
321T-I-A2,KITCHENER,pstGrit,cpTP24h,,2021-02-08 08:00:00.000,2021-02-09 08:00:00.000,10,4.0,Yes,2021-02-09,2021-02-09 11:00:00,,2021-02-09
322T-I-A1,GALT,rawWW,cpTP24h,,2021-02-08 08:00:00.000,2021-02-09 08:00:00.000,10,4.0,Yes,2021-02-09,2021-02-09 11:00:00,,2021-02-09
322T-I-A2,GALT,rawWW,cpTP24h,,2021-02-08 08:00:00.000,2021-02-09 08:00:00.000,10,4.0,Yes,2021-02-09,2021-02-09 11:00:00,,2021-02-09
324T-I-A1,GE BOOTH,pstGrit,cpTP24h,,2021-02-08 11:00:00.000,2021-02-09 11:00:00.000,5,4.0,Yes,2021-02-10,2021-02-10 14:45:00,,2021-02-09
323T-I-A1,CLARKSON,pstGrit,cpTP24h,,2021-02-08 10:00:00.000,2021-02-09 10:00:00.000,5,4.0,Yes,2021-02-10,2021-02-10 14:45:00,,2021-02-09
325T-I-A1,HUMBER AMF,rawWW,cpTP24h,,2021-02-08 12:00:00.000,2021-02-09 12:00:00.000,5,4.0,Yes,2021-02-10,2021-02-10 14:45:00,,2021-02-09
324W-I-A1,GE BOOTH,pstGrit,cpTP24h,,2021-02-09 11:00:00.000,2021-02-10 11:00:00.000,5,4.0,Yes,2021-02-10,2021-02-10 14:45:00,,2021-02-10
324W-I-A2,GE BOOTH,pstGrit,cpTP24h,,2021-02-09 11:00:00.000,2021-02-10 11:00:00.000,5,4.0,Yes,2021-02-10,2021-02-10 14:45:00,,2021-02-10
323W-I-A1,CLARKSON,pstGrit,cpTP24h,,2021-02-09 10:00:00.000,2021-02-10 10:00:00.000,5,4.0,Yes,2021-02-10,2021-02-10 14:45:00,,2021-02-10
323W-I-A2,CLARKSON,pstGrit,cpTP24h,,2021-02-09 10:00:00.000,2021-02-10 10:00:00.000,5,4.0,Yes,2021-02-10,2021-02-10 14:45:00,,2021-02-10
325W-I-CB9,HUMBER AMF,rawWW,cpTP24h,,2021-02-09 12:00:00.000,2021-02-10 12:00:00.000,5,4.0,Yes,2021-02-10,2021-02-10 14:45:00,,2021-02-10
325W-I-CB10,HUMBER AMF,rawWW,cpTP24h,,2021-02-09 12:00:00.000,2021-02-10 12:00:00.000,5,4.0,Yes,2021-02-10,2021-02-10 14:45:00,,2021-02-10
325W-I-CB11,HUMBER AMF,rawWW,cpTP24h,,2021-02-09 12:00:00.000,2021-02-10 12:00:00.000,5,4.0,Yes,2021-02-10,2021-02-10 14:45:00,,2021-02-10
325W-I-CB12,HUMBER AMF,rawWW,cpTP24h,,2021-02-09 12:00:00.000,2021-02-10 12:00:00.000,5,4.0,Yes,2021-02-10,2021-02-10 14:45:00,,2021-02-10
329W-I-A1,LESLIE,rawWW,grb,2021-02-10 09:35:00.000,,,3,14.7,Yes,2021-02-11,2021-02-11 12:30:00,,2021-02-10
321R-I-A1,KITCHENER,pstGrit,cpTP24h,,2021-02-10 08:00:00.000,2021-02-11 08:00:00.000,10,4.0,Yes,2021-02-11,2021-02-11 10:30:00,,2021-02-11
320R-I-A1,WATERLOO,rawWW,cpTP24h,,2021-02-10 08:00:00.000,2021-02-11 08:00:00.000,10,4.0,Yes,2021-02-11,2021-02-11 10:30:00,,2021-02-11
322R-I-A1,GALT,rawWW,cpTP24h,,2021-02-10 08:00:00.000,2021-02-11 08:00:00.000,10,4.0,Yes,2021-02-11,2021-02-11 10:30:00,,2021-02-11
323R-I-A1,CLARKSON,pstGrit,cpTP24h,,2021-02-10 09:14:00.000,2021-02-11 09:14:00.000,5,4.0,Yes,2021-02-17,2021-02-17 15:35:00,,2021-02-11
324R-I-A1,GE BOOTH,pstGrit,cpTP24h,,2021-02-10 10:56:00.000,2021-02-11 10:56:00.000,5,4.0,Yes,2021-02-17,2021-02-17 15:35:00,,2021-02-11
329F-I-A1,LESLIE,rawWW,grb,2021-02-12 12:55:00.000,,,3,14.7,Yes,2021-02-16,2021-02-16 14:10:00,,2021-02-12
323F-I-A1,CLARKSON,pstGrit,cpTP24h,,2021-02-11 08:27:00.000,2021-02-12 08:27:00.000,5,4.0,Yes,2021-02-17,2021-02-17 15:35:00,,2021-02-12
324F-I-A1,GE BOOTH,pstGrit,cpTP24h,,2021-02-11 09:05:00.000,2021-02-12 09:05:00.000,5,4.0,Yes,2021-02-17,2021-02-17 15:35:00,,2021-02-12
331S-I-A1,KITCHENER,pstGrit,cpTP24h,,2021-02-12 08:00:00.000,2021-02-13 08:00:00.000,10,4.0,Yes,2021-02-16,2021-02-16 15:00:00,,2021-02-13
330S-I-A1,WATERLOO,rawWW,cpTP24h,,2021-02-12 08:00:00.000,2021-02-13 08:00:00.000,10,4.0,Yes,2021-02-16,2021-02-16 11:35:00,,2021-02-13
335S-I-A1,HUMBER AMF,rawWW,cpTP24h,,2021-02-12 13:51:00.000,2021-02-13 13:51:00.000,5,4.0,Yes,2021-02-17,2021-02-17 15:35:00,,2021-02-13
332S-I-A1,GALT,rawWW,cpTP24h,,2021-02-13 08:00:00.000,2021-02-14 08:00:00.000,10,4.0,Yes,2021-02-16,2021-02-16 11:35:00,,2021-02-14
335U-I-A1,HUMBER AMF,rawWW,cpTP24h,,2021-02-13 13:51:00.000,2021-02-14 13:51:00.000,5,4.0,Yes,2021-02-17,2021-02-17 15:35:00,,2021-02-14
339M-I-A1,LESLIE,rawWW,grb,2021-02-15 09:56:00.000,,,3,14.3,Yes,2021-02-16,2021-02-16 14:10:00,,2021-02-15
335M-I-A1,HUMBER AMF,rawWW,cpTP24h,,2021-02-14 13:51:00.000,2021-02-15 13:51:00.000,5,4.0,Yes,2021-02-17,2021-02-17 15:35:00,,2021-02-15
331T-I-A1,KITCHENER,pstGrit,cpTP24h,,2021-02-15 09:00:00.000,2021-02-16 09:00:00.000,10,4.0,Yes,2021-02-16,2021-02-16 11:35:00,,2021-02-16
330T-I-A1,WATERLOO,rawWW,cpTP24h,,2021-02-15 08:00:00.000,2021-02-16 08:00:00.000,10,4.0,Yes,2021-02-16,2021-02-16 15:00:00,,2021-02-16
332T-I-A1,GALT,rawWW,cpTP24h,,2021-02-15 08:00:00.000,2021-02-16 08:00:00.000,10,4.0,Yes,2021-02-16,2021-02-16 11:35:00,,2021-02-16
334T-I-A1,GE BOOTH,pstGrit,grb,2021-02-16 10:53:00.000,,,5,10.0,Yes,2021-02-17,2021-02-17 15:35:00,,2021-02-16
333T-I-A1,CLARKSON,pstGrit,grb,2021-02-16 09:27:00.000,,,5,8.9,Yes,2021-02-17,2021-02-17 15:35:00,,2021-02-16
335T-I-A1,HUMBER AMF,rawWW,cpTP24h,,2021-02-15 11:50:00.000,2021-02-16 11:50:00.000,5,4.0,Yes,2021-02-17,2021-02-17 15:35:00,,2021-02-16
339W-I-A1,LESLIE,rawWW,grb,2021-02-17 10:30:00.000,,,3,14.7,Yes,2021-02-18,2021-02-18 12:20:00,,2021-02-17
334W-I-A1,GE BOOTH,pstGrit,cpTP24h,,2021-02-16 09:50:00.000,2021-02-17 09:50:00.000,5,4.0,Yes,2021-02-17,2021-02-17 15:35:00,,2021-02-17
333W-I-A1,CLARKSON,pstGrit,cpTP24h,,2021-02-16 09:11:00.000,2021-02-17 09:11:00.000,5,4.0,Yes,2021-02-17,2021-02-17 15:35:00,,2021-02-17
335W-I-A1,HUMBER AMF,rawWW,cpTP24h,,2021-02-16 10:45:00.000,2021-02-17 10:45:00.000,5,4.0,Yes,2021-02-17,2021-02-17 15:35:00,,2021-02-17
331R-I-A1,KITCHENER,pstGrit,cpTP24h,,2021-02-17 07:30:00.000,2021-02-18 07:30:00.000,10,4.0,Yes,2021-02-18,2021-02-18 10:45:00,,2021-02-18
330R-I-A1,WATERLOO,rawWW,cpTP24h,,2021-02-17 08:00:00.000,2021-02-18 08:00:00.000,10,4.0,Yes,2021-02-18,2021-02-18 10:45:00,,2021-02-18
