instrumentID,name,model,description,referenceLink,type,typeOther
Sansure Biotech MA-6000,Sansure Biotech,MA-6000,PCR detection system,https://www.prodiag.nl/wp-content/uploads/2020/04/Brochure-MA-6000.pdf,lab,
