sampleID,siteID,type,collection,dateTime,dateTimeStart,dateTimeEnd,sizeL,fieldSampleTempC,shippedOnIce,sentDate,recDate,notes,sampleDate
PM239,GREEN,rawWW,cpTP24h,,2021-01-02 01:30:00,2021-01-03 01:30:00,0.5,,Yes,,,Sample picked up at plant and transported to lab,2021-01-03
PM240,ADELAIDE,rawWW,cpTP24h,,2021-01-02 09:20:00,2021-01-03 09:20:00,0.5,,Yes,,,Sample picked up at plant and transported to lab,2021-01-03
PM241,OXFORD,rawWW,cpTP24h,,2021-01-02 07:15:00,2021-01-03 07:15:00,0.5,,Yes,,,Sample picked up at plant and transported to lab,2021-01-03
PM242,POTTS,rawWW,cpTP24h,,2021-01-02 07:30:00,2021-01-03 07:30:00,0.5,,Yes,,,Sample picked up at plant and transported to lab,2021-01-03
PM243,VAUX,rawWW,cpTP24h,,2021-01-02 09:00:00,2021-01-03 09:00:00,0.5,,Yes,,,Sample picked up at plant and transported to lab,2021-01-03
PM244,LRWRP,rawWW,cpTP24h,,2021-01-03 06:30:00,2021-01-04 06:30:00,1.0,11.6,Yes,,,Sample picked up at plant and transported to lab,2021-01-04
PM246,LPCC,rawWW,cpTP24h,,2021-01-03 10:30:00,2021-01-04 05:30:00,1.0,10.4,Yes,,,Sample picked up at plant and transported to lab,2021-01-04
PM250,LRWRP,rawWW,cpTP24h,,2021-01-05 07:00:00,2021-01-06 07:00:00,1.0,12.4,Yes,,,Sample picked up at plant and transported to lab,2021-01-06
PM252,LA,rawWW,cpTP24h,,2021-01-04 08:00:00,2021-01-05 08:00:00,1.0,18.9,Yes,,,Sample picked up at plant and transported to lab,2021-01-05
PM253,AM,rawWW,cpTP24h,,2021-01-04 06:00:00,2021-01-05 06:00:00,1.0,10.7,Yes,,,Sample picked up at plant and transported to lab,2021-01-05
PM254,LPCC,rawWW,cpTP24h,,2021-01-05 05:30:00,2021-01-06 05:30:00,1.0,15.2,Yes,,,Sample picked up at plant and transported to lab,2021-01-06
PM255,MQ Blank,,grb,2021-01-08 09:30:00,,,,,,,,,2021-01-08
PM256,LRWRP,rawWW,cpTP24h,,2021-01-07 07:00:00,2021-01-08 07:00:00,1.0,14.1,Yes,,,Sample picked up at plant and transported to lab,2021-01-08
PM257,LRPCP,rawWW,cpTP24h,,2021-01-06 00:00:00,2021-01-06 23:55:00,1.0,,Yes,,,Sample picked up at plant and transported to lab,2021-01-06
PM258,LRPCP,rawWW,cpTP24h,,2021-01-07 00:00:00,2021-01-07 23:55:00,1.0,,Yes,,,Sample picked up at plant and transported to lab,2021-01-07
PM259,LPCC,rawWW,cpTP24h,,2021-01-07 05:30:00,2021-01-08 05:30:00,1.0,14.3,Yes,,,Sample picked up at plant and transported to lab,2021-01-08
PM267,LRWRP,rawWW,cpTP24h,,2021-01-10 06:30:00,2021-01-11 06:30:00,1.0,12.8,Yes,,,Sample picked up at plant and transported to lab,2021-01-11
PM274,LPCC,rawWW,cpTP24h,,2021-01-10 05:30:00,2021-01-11 05:30:00,1.0,13.7,Yes,,,Sample picked up at plant and transported to lab,2021-01-11
PM281,LRPCP,rawWW,cpTP24h,,2021-01-09 00:00:00,2021-01-10 00:00:00,1.0,14.7,Yes,,,Sample picked up at plant and transported to lab,2021-01-10
PM285,MQ Blank,,grb,2021-01-13 09:30:00,,,,,,,,,2021-01-13
PM286,GREEN,rawWW,cpTP24h,,2021-01-10 08:00:00,2021-01-11 08:00:00,0.5,,Yes,,,Sample picked up at plant and transported to lab,2021-01-11
PM287,ADELAIDE,rawWW,cpTP24h,,2021-01-10 08:00:00,2021-01-11 08:00:00,0.5,,Yes,,,Sample picked up at plant and transported to lab,2021-01-11
PM288,OXFORD,rawWW,cpTP24h,,2021-01-10 07:00:00,2021-01-11 07:00:00,0.5,,Yes,,,Sample picked up at plant and transported to lab,2021-01-11
PM289,POTTS,rawWW,cpTP24h,,2021-01-10 07:30:00,2021-01-11 07:30:00,0.5,,Yes,,,Sample picked up at plant and transported to lab,2021-01-11
PM290,VAUX,rawWW,cpTP24h,,2021-01-10 07:20:00,2021-01-11 07:20:00,0.5,,Yes,,,Sample picked up at plant and transported to lab,2021-01-11
PM291,LRWRP,rawWW,cpTP24h,,2021-01-12 06:30:00,2021-01-13 06:30:00,1.0,13.0,Yes,,,Sample picked up at plant and transported to lab,2021-01-13
PM292,LRPCP,rawWW,cpTP24h,,2021-01-12 00:01:00,2021-01-12 11:59:00,1.0,,Yes,,,Sample picked up at plant and transported to lab,2021-01-12
PM293,AM,rawWW,cpTP24h,,2021-01-11 06:00:00,2021-01-12 06:00:00,1.0,10.0,Yes,,,Sample picked up at plant and transported to lab,2021-01-12
PM294,LPCC,rawWW,cpTP24h,,2021-01-12 05:30:00,2021-01-13 05:30:00,1.0,14.9,Yes,,,Sample picked up at plant and transported to lab,2021-01-13
PM295,MQ Blank,,grb,2021-01-15 09:30:00,,,,,,,,,2021-01-15
PM299,LRWRP,rawWW,cpTP24h,,2021-01-14 06:30:00,2021-01-15 06:30:00,1.0,13.0,Yes,,,Sample picked up at plant and transported to lab,2021-01-15
PM300,LRPCP,rawWW,cpTP24h,,2021-01-14 00:00:00,2021-01-15 00:00:00,1.0,,Yes,,,Sample picked up at plant and transported to lab,2021-01-15
PM301,LA,rawWW,cpTP24h,,2021-01-11 00:00:00,2021-01-12 00:00:00,1.0,,Yes,,,Sample picked up at plant and transported to lab,2021-01-12
PM302,LPCC,rawWW,cpTP24h,,2021-01-14 05:30:00,2021-01-15 05:30:00,1.0,16.6,Yes,,,Sample picked up at plant and transported to lab,2021-01-15
PM315,GREEN,rawWW,cpTP24h,,2021-01-16 08:45:00,2021-01-17 08:45:00,0.5,,Yes,,,Sample picked up at plant and transported to lab,2021-01-17
PM316,ADELAIDE,rawWW,cpTP24h,,2021-01-16 08:30:00,2021-01-17 08:30:00,0.5,,Yes,,,Sample picked up at plant and transported to lab,2021-01-17
PM317,OXFORD,rawWW,cpTP24h,,2021-01-16 07:30:00,2021-01-17 07:30:00,0.5,,Yes,,,Sample picked up at plant and transported to lab,2021-01-17
PM318,POTTS,rawWW,cpTP24h,,2021-01-16 07:30:00,2021-01-17 07:30:00,0.5,,Yes,,,Sample picked up at plant and transported to lab,2021-01-17
PM319,VAUX,rawWW,cpTP24h,,2021-01-16 07:30:00,2021-01-17 07:30:00,0.5,,Yes,,,Sample picked up at plant and transported to lab,2021-01-17
PM320,LRWRP,rawWW,cpTP24h,,2021-01-17 06:45:00,2021-01-18 06:45:00,1.0,,Yes,,,Sample picked up at plant and transported to lab,2021-01-18
PM321,LRPCP,rawWW,cpTP24h,,2021-01-17 00:01:00,2021-01-17 23:59:00,1.0,,Yes,,,Sample picked up at plant and transported to lab,2021-01-17
PM322,LPCC,rawWW,cpTP24h,,2021-01-17 00:00:00,2021-01-18 00:00:00,1.0,13.1,Yes,,,Sample picked up at plant and transported to lab,2021-01-18
PM323,MQ Blank,,grb,2021-01-20 09:30:00,,,,,,,,,2021-01-20
PM324,AM,rawWW,cpTP24h,,2021-01-18 06:00:00,2021-01-19 06:00:00,1.0,10.3,Yes,,,Sample picked up at plant and transported to lab,2021-01-19
PM325,AM,rawWW,cpTP24h,,2021-01-19 06:00:00,2021-01-20 06:00:00,1.0,9.9,Yes,,,Sample picked up at plant and transported to lab,2021-01-20
PM326,LRWRP,rawWW,cpTP24h,,2021-01-19 07:00:00,2021-01-20 07:00:00,1.0,12.5,Yes,,,Sample picked up at plant and transported to lab,2021-01-20
PM328,LRPCP,rawWW,cpTP24h,,2021-01-19 00:00:00,2021-01-19 23:55:00,1.0,,Yes,,,Sample picked up at plant and transported to lab,2021-01-19
PM329,LPCC,rawWW,cpTP24h,,2021-01-19 00:00:00,2021-01-20 00:00:00,1.0,13.1,Yes,,,Sample picked up at plant and transported to lab,2021-01-20
PM344,LRWRP,rawWW,cpTP24h,,2021-01-21 06:40:00,2021-01-22 06:40:00,1.0,,Yes,,,Sample picked up at plant and transported to lab,2021-01-22
PM345,LRPCP,rawWW,cpTP24h,,2021-01-20 23:59:00,2021-01-21 23:59:00,1.0,,Yes,,,Sample picked up at plant and transported to lab,2021-01-21
PM346,LA,rawWW,cpTP24h,,2021-01-20 08:23:00,2021-01-21 08:23:00,1.0,14.7,Yes,,,Sample picked up at plant and transported to lab,2021-01-21
PM347,LPCC,rawWW,cpTP24h,,2021-01-21 00:00:00,2021-01-22 00:00:00,1.0,14.2,Yes,,,Sample picked up at plant and transported to lab,2021-01-22
PM351,LRWRP,rawWW,cpTP24h,,2021-01-24 07:00:00,2021-01-25 07:00:00,1.0,12.1,Yes,,,Sample picked up at plant and transported to lab,2021-01-25
PM352,LRPCP,rawWW,cpTP24h,,2021-01-24 00:00:00,2021-01-24 23:55:00,1.0,,Yes,,,Sample picked up at plant and transported to lab,2021-01-24
PM353,AM,rawWW,cpTP24h,,2021-01-24 06:00:00,2021-01-25 06:00:00,1.0,11.3,Yes,,,Sample picked up at plant and transported to lab,2021-01-25
PM354,LPCC,rawWW,cpTP24h,,2021-01-24 23:45:00,2021-01-25 05:15:00,1.0,12.3,Yes,,,Sample picked up at plant and transported to lab,2021-01-25
PM373,GREEN,rawWW,cpTP24h,,2021-01-23 01:40:00,2021-01-24 01:40:00,0.5,17.3,Yes,,,Sample picked up at plant and transported to lab,2021-01-24
PM374,ADELAIDE,rawWW,cpTP24h,,2021-01-23 07:30:00,2021-01-24 07:30:00,0.5,,Yes,,,Sample picked up at plant and transported to lab,2021-01-24
PM375,OXFORD,rawWW,cpTP24h,,2021-01-23 08:15:00,2021-01-24 08:15:00,0.5,,Yes,,,Sample picked up at plant and transported to lab,2021-01-24
PM376,POTTS,rawWW,cpTP24h,,2021-01-23 07:30:00,2021-01-24 07:30:00,0.5,,Yes,,,Sample picked up at plant and transported to lab,2021-01-24
PM377,VAUX,rawWW,cpTP24h,,2021-01-23 08:00:00,2021-01-24 08:00:00,0.5,,Yes,,,Sample picked up at plant and transported to lab,2021-01-24
PM378,LRWRP,rawWW,cpTP24h,,2021-01-26 06:30:00,2021-01-27 06:30:00,1.0,11.8,Yes,,,Sample picked up at plant and transported to lab,2021-01-27
PM379,LRPCP,rawWW,cpTP24h,,2021-01-26 00:01:00,2021-01-26 23:59:00,1.0,,Yes,,,Sample picked up at plant and transported to lab,2021-01-26
PM380,AM,rawWW,cpTP24h,,2021-01-26 06:00:00,2021-01-27 06:00:00,1.0,7.7,Yes,,,Sample picked up at plant and transported to lab,2021-01-27
PM381,LA,rawWW,cpTP24h,,2021-01-25 08:00:00,2021-01-26 08:00:00,1.0,18.8,Yes,,,Sample picked up at plant and transported to lab,2021-01-26
PM382,LPCC,rawWW,cpTP24h,,2021-01-26 00:00:00,2021-01-27 00:00:00,1.0,13.8,Yes,,,Sample picked up at plant and transported to lab,2021-01-27
PM383,MQ Blank,,grb,2021-01-27 09:30:00,,,,,,,,,2021-01-27
PM384,LRWRP,rawWW,cpTP24h,,2021-01-28 06:45:00,2021-01-29 06:45:00,1.0,11.8,Yes,,,Sample picked up at plant and transported to lab,2021-01-29
PM386,LPCC,rawWW,cpTP24h,,2021-01-28 00:00:00,2021-01-29 00:00:00,1.0,,Yes,,,Sample picked up at plant and transported to lab,2021-01-29
PM401,LRWRP,rawWW,cpTP24h,,2021-02-02 07:00:00,2021-02-03 07:00:00,1.0,4.0,Yes,,,Sample picked up at plant and transported to lab,2021-02-03
PM402,LRPCP,rawWW,cpTP24h,,2021-02-02 00:01:00,2021-02-02 23:59:00,1.0,4.0,Yes,,,Sample picked up at plant and transported to lab,2021-02-02
PM403,AM,rawWW,cpTP24h,,2021-02-02 06:00:00,2021-02-03 06:00:00,1.0,4.0,Yes,,,Sample picked up at plant and transported to lab,2021-02-03
PM404,LPCC,rawWW,cpTP24h,,2021-02-02 04:00:00,2021-02-03 04:00:00,1.0,4.0,Yes,,,Sample picked up at plant and transported to lab,2021-02-03
PM405,TB,rawWW,cpTP24h,,2021-01-31 10:37:00,2021-02-01 08:58:00,0.5,4.0,Yes,,,Samples shipped on ice from site to lab by courier,2021-02-01
PM410,LPCC,rawWW,cpTP24h,,2021-02-04 03:30:00,2021-02-05 04:20:00,1.0,4.0,Yes,,,Sample picked up at plant and transported to lab,2021-02-05
PM411,LA,rawWW,cpTP24h,,2021-02-02 10:00:00,2021-02-03 13:00:00,1.0,4.0,Yes,,,Sample picked up at plant and transported to lab,2021-02-03
PM412,LRPCP,rawWW,cpTP24h,,2021-02-04 00:01:00,2021-02-04 23:59:00,1.0,4.0,Yes,,,Sample picked up at plant and transported to lab,2021-02-04
PM414,LRWRP,rawWW,cpTP24h,,2021-02-04 06:30:00,2021-02-05 06:30:00,1.0,4.0,Yes,,,Sample picked up at plant and transported to lab,2021-02-05
PM415,MQ Blank,,grb,2021-02-08 11:30:00,,,0.5,20.0,No,,,QA/QC sample drawn from laboratory ultrapure water source,2021-02-08
PM416,GREEN,rawWW,cpTP24h,,2021-02-06 09:00:00,2021-02-07 09:00:00,0.5,4.0,Yes,,,Sample picked up at plant and transported to lab,2021-02-07
PM417,ADELAIDE,rawWW,cpTP24h,,2021-02-06 09:00:00,2021-02-07 09:00:00,0.5,4.0,Yes,,,Sample picked up at plant and transported to lab,2021-02-07
PM418,OXFORD,rawWW,grb,2021-02-07 07:30:00,,,0.5,4.0,Yes,,,Sample picked up at plant and transported to lab,2021-02-07
PM419,POTTS,rawWW,cpTP24h,,2021-02-06 08:50:00,2021-02-07 08:50:00,0.5,4.0,Yes,,,Sample picked up at plant and transported to lab,2021-02-07
PM420,VAUX,rawWW,cpTP24h,,2021-02-06 09:15:00,2021-02-07 09:15:00,0.5,4.0,Yes,,,Sample picked up at plant and transported to lab,2021-02-07
PM421,AM,rawWW,cpTP24h,,2021-02-07 06:00:00,2021-02-08 06:00:00,1.0,4.0,Yes,,,Sample picked up at plant and transported to lab,2021-02-08
PM422,LRPCP,rawWW,cpTP24h,,2021-02-07 00:00:00,2021-02-07 00:00:00,1.0,4.0,Yes,,,Sample picked up at plant and transported to lab,2021-02-07
PM423,LRWRP,rawWW,cpTP24h,,2021-02-07 07:00:00,2021-02-08 07:00:00,1.0,4.0,Yes,,,Sample picked up at plant and transported to lab,2021-02-08
PM424,LPCC,rawWW,cpTP24h,,2021-02-07 08:00:00,2021-02-08 04:05:00,1.0,4.0,Yes,,,Sample picked up at plant and transported to lab,2021-02-08
PM425,Alumni,rawWW,grb,2021-02-08 13:15:00,,,0.5,11.0,Yes,,,Sample collected from sewer and transported directly to lab and processed,2021-02-08
PM426,Alumni,rawWW,grb,2021-02-10 10:45:00,,,0.5,11.0,Yes,,,Sample collected from sewer and transported directly to lab and processed,2021-02-10
PM427,SOO,rawWW,cpTP24h,,2021-02-07 09:15:00,2021-02-08 09:30:00,0.5,4.0,Yes,,,Samples shipped on ice from site to lab by courier,2021-02-08
PM428,TB,rawWW,cpTP24h,,2021-02-07 10:35:00,2021-02-08 08:56:00,0.5,4.0,Yes,,,Samples shipped on ice from site to lab by courier,2021-02-08
PM429,AM,rawWW,cpTP24h,,2021-02-09 06:00:00,2021-02-10 06:00:00,1.0,4.0,Yes,,,Sample picked up at plant and transported to lab,2021-02-10
PM430,LRPCP,rawWW,cpTP24h,,2021-02-09 00:01:00,2021-02-09 23:55:00,1.0,4.0,Yes,,,Sample picked up at plant and transported to lab,2021-02-09
PM431,LRWRP,rawWW,cpTP24h,,2021-02-09 07:00:00,2021-02-10 07:00:00,1.0,4.0,Yes,,,Sample picked up at plant and transported to lab,2021-02-10
PM432,LPCC,rawWW,cpTP24h,,2021-02-09 04:00:00,2021-02-10 04:00:00,1.0,4.0,Yes,,,Sample picked up at plant and transported to lab,2021-02-10
PM433,NB,rawWW,cpTP24h,,2021-02-08 08:45:00,2021-02-09 08:45:00,0.5,4.0,Yes,,,Samples shipped on ice from site to lab by courier,2021-02-09
PM434,Alumni,rawWW,grb,2021-02-12 09:30:00,,,0.3,11.0,Yes,,,Sample collected from sewer and transported directly to lab and processed,2021-02-12
PM435,LA,rawWW,cpTP24h,,2021-02-10 10:00:00,2021-02-11 10:00:00,1.0,4.0,Yes,,,Sample picked up at plant and transported to lab,2021-02-11
PM436,LRWRP,rawWW,cpTP24h,,2021-02-11 06:40:00,2021-02-12 06:40:00,1.0,4.0,Yes,,,Sample picked up at plant and transported to lab,2021-02-12
PM437,LRPCP,rawWW,cpTP24h,,2021-02-11 00:01:00,2021-02-11 23:55:00,1.0,4.0,Yes,,,Sample picked up at plant and transported to lab,2021-02-11
PM438,LPCC,rawWW,cpTP24h,,2021-02-11 04:00:00,2021-02-12 04:10:00,1.0,4.0,Yes,,,Sample picked up at plant and transported to lab,2021-02-12
PM444,GREEN,rawWW,cpTP24h,,2021-02-13 08:00:00,2021-02-14 08:00:00,0.5,4.0,Yes,,,Sample picked up at plant on 15 Feb and transported to lab,2021-02-14
PM445,ADELAIDE,rawWW,cpTP24h,,2021-02-13 09:00:00,2021-02-14 09:00:00,0.5,4.0,Yes,,,Sample picked up at plant on 15 Feb and transported to lab,2021-02-14
PM446,OXFORD,rawWW,cpTP24h,,2021-02-13 07:30:00,2021-02-14 07:30:00,0.5,4.0,Yes,,,Sample picked up at plant on 15 Feb and transported to lab,2021-02-14
PM447,POTTS,rawWW,cpTP24h,,2021-02-13 08:15:00,2021-02-14 08:15:00,0.5,4.0,Yes,,,Sample picked up at plant on 15 Feb and transported to lab,2021-02-14
PM448,VAUX,rawWW,cpTP24h,,2021-02-13 07:45:00,2021-02-14 07:45:00,0.5,4.0,Yes,,,Sample picked up at plant on 15 Feb and transported to lab,2021-02-14
PM449,Alumni,rawWW,grb,2021-02-17 11:00:00,,,0.3,11.0,Yes,,,Sample collected from sewer and transported directly to lab and processed,2021-02-17
PM450,AM,rawWW,cpTP24h,,2021-02-16 06:00:00,2021-02-17 06:00:00,1.0,4.0,Yes,,,Sample picked up at plant and transported to lab,2021-02-17
PM451,LRPCP,rawWW,cpTP24h,,2021-02-14 00:01:00,2021-02-14 23:59:00,1.0,4.0,Yes,,,Sample picked up at plant and transported to lab,2021-02-14
PM452,LRWRP,rawWW,cpTP24h,,2021-02-16 07:00:00,2021-02-17 07:00:00,1.0,4.0,Yes,,,Sample picked up at plant and transported to lab,2021-02-17
PM454,LPCC,rawWW,cpTP24h,,2021-02-16 03:45:00,2021-02-17 03:45:00,1.0,4.0,Yes,,,Sample picked up at plant and transported to lab,2021-02-17
PM455,MQ Blank,,grb,2021-02-19 11:30:00,,,0.5,20.0,No,,,QA/QC sample drawn from laboratory ultrapure water source,2021-02-19
PM456,Alumni,rawWW,grb,2021-02-19 11:00:00,,,0.3,11.0,Yes,,,Sample collected from sewer and transported directly to lab and processed,2021-02-19
PM457,SOO,rawWW,cpTP24h,,2021-02-15 09:00:00,2021-02-16 09:30:00,0.5,4.0,Yes,,,Samples shipped on ice from site to lab by courier; (2-day shipping); sample was frozen on arrival,2021-02-16
PM458,TB,rawWW,cpTP24h,,2021-02-15 09:30:00,2021-02-16 07:40:00,0.5,4.0,Yes,,,Samples shipped on ice from site to lab by courier (2-day shipping),2021-02-16
PM459,LA,rawWW,cpTP24h,,2021-02-16 10:00:00,2021-02-17 10:00:00,1.0,4.0,Yes,,,Sample picked up at plant and transported to lab,2021-02-17
PM460,LRPCP,rawWW,cpTP24h,,2021-02-18 00:01:00,2021-02-19 00:01:00,1.0,4.0,Yes,,,Sample picked up at plant and transported to lab,2021-02-19
PM461,LRWRP,rawWW,cpTP24h,,2021-02-18 07:00:00,2021-02-19 07:00:00,1.0,4.0,Yes,,,Sample picked up at plant and transported to lab,2021-02-19
PM463,LPCC,rawWW,cpTP24h,,2021-02-18 03:50:00,2021-02-19 03:50:00,1.0,4.0,Yes,,,Sample picked up at plant and transported to lab,2021-02-19
PM467,GREEN,rawWW,cpTP24h,,2021-02-20 09:00:00,2021-02-21 09:00:00,0.5,4.0,Yes,,,Sample picked up at plant on 22 Feb and transported to lab,2021-02-21
PM468,ADELAIDE,rawWW,cpTP24h,,2021-02-20 08:00:00,2021-02-21 08:00:00,0.5,4.0,Yes,,,Sample picked up at plant on 22 Feb and transported to lab,2021-02-21
PM469,OXFORD,rawWW,cpTP24h,,2021-02-20 07:45:00,2021-02-21 07:45:00,0.5,4.0,Yes,,,Sample picked up at plant on 22 Feb and transported to lab,2021-02-21
PM470,POTTS,rawWW,cpTP24h,,2021-02-20 09:15:00,2021-02-21 09:15:00,0.5,4.0,Yes,,,Sample picked up at plant on 22 Feb and transported to lab,2021-02-21
PM471,VAUX,rawWW,cpTP24h,,2021-02-20 08:45:00,2021-02-21 08:45:00,0.5,4.0,Yes,,,Sample picked up at plant on 22 Feb and transported to lab,2021-02-21
PM472,AM,rawWW,cpTP24h,,2021-02-21 06:00:00,2021-02-22 06:00:00,1.0,4.0,Yes,,,Sample picked up at plant and transported to lab,2021-02-22
PM473,LRPCP,rawWW,cpTP24h,,2021-02-21 00:01:00,2021-02-21 23:59:00,1.0,4.0,Yes,,,Sample picked up at plant and transported to lab,2021-02-21
PM474,LRWRP,rawWW,cpTP24h,,2021-02-21 06:45:00,2021-02-22 06:45:00,1.0,4.0,Yes,,,Sample picked up at plant and transported to lab,2021-02-22
PM475,LPCC,rawWW,cpTP24h,,2021-02-21 04:10:00,2021-02-22 04:10:00,1.0,4.0,Yes,,,Sample picked up at plant and transported to lab,2021-02-22
PM476,NB,rawWW,cpTP24h,,2021-02-16 08:25:00,2021-02-17 08:25:00,0.5,4.0,Yes,,,Samples shipped on ice from site to lab by courier (2-day shipping),2021-02-17
PM477,Alumni,rawWW,grb,2021-02-24 10:20:00,,,0.5,,Yes,,,Sample collected from sewer and transported directly to lab and processed,2021-02-24
PM478,SOO,rawWW,cpTP24h,,2021-02-21 08:00:00,2021-02-22 09:30:00,0.5,13.0,Yes,,,Samples shipped on ice from site to lab by courier (2-day shipping),2021-02-22
PM479,TB,rawWW,cpTP24h,,2021-02-21 10:50:00,2021-02-22 09:00:00,0.5,11.2,Yes,,,Samples shipped on ice from site to lab by courier (2-day shipping),2021-02-22
PM480,AM,rawWW,cpTP24h,,2021-02-23 06:00:00,2021-02-24 06:00:00,1.0,8.8,Yes,,,Samples picked up at plant and transported to lab,2021-02-24
PM481,LRPCP,rawWW,cpTP24h,,2021-02-23 00:01:00,2021-02-23 23:55:00,1.0,,Yes,,,Samples picked up at plant and transported to lab,2021-02-23
PM482,LRWRP,rawWW,cpTP24h,,2021-02-23 06:30:00,2021-02-24 06:30:00,1.0,10.1,Yes,,,Samples picked up at plant and transported to lab,2021-02-24
PM484,LPCC,rawWW,cpTP24h,,2021-02-23 04:25:00,2021-02-24 04:25:00,1.0,11.5,Yes,,,Samples picked up at plant and transported to lab,2021-02-24
PM485,MQ Blank,,grb,2021-02-26 11:30:00,,,0.5,20.0,No,,,QA/QC sample drawn from laboratory ultrapure water source,2021-02-26
PM486,Alumni,rawWW,grb,2021-02-26 10:00:00,,,0.5,,Yes,,,Sample collected from sewer and transported directly to lab,2021-02-26
PM487,NB,rawWW,cpTP24h,,2021-02-22 08:20:00,2021-02-23 08:40:00,0.5,11.6,Yes,,,Sample picked up at plant and transported to lab,2021-02-23
PM488,LA,rawWW,cpTP24h,,2021-02-23 10:00:00,2021-02-24 10:00:00,1.0,14.9,Yes,,,Sample picked up at plant and transported to lab,2021-02-24
PM489,LRPCP,rawWW,cpTP24h,,2021-02-24 23:59:00,2021-02-25 23:59:00,1.0,,Yes,,,Samples picked up at plant and transported to lab,2021-02-25
PM490,LRWRP,rawWW,cpTP24h,,2021-02-25 07:00:00,2021-02-26 07:00:00,1.0,,Yes,,,Sample picked up at plant and transported to lab,2021-02-26
PM492,LPCC,rawWW,cpTP24h,,2021-02-25 03:55:00,2021-02-26 03:55:00,1.0,13.3,Yes,,,Sample picked up at plant and transported to lab,2021-02-26
PM493,Alumni,rawWW,grb,2021-03-01 10:40:00,,,0.5,,Yes,,,Sample collected from sewer and transported directly to lab and processed,2021-03-01
PM494,GREEN,rawWW,cpTP24h,,2021-02-27 09:00:00,2021-02-28 09:00:00,0.5,14.8,Yes,,,Sample picked up at plant and transported to lab,2021-02-28
PM495,ADELAIDE,rawWW,cpTP24h,,2021-02-27 09:00:00,2021-02-28 09:00:00,0.5,,Yes,,,Sample picked up at plant and transported to lab,2021-02-28
PM496,OXFORD,rawWW,cpTP24h,,2021-02-27 08:15:00,2021-02-28 08:15:00,0.5,,Yes,,,Sample picked up at plant and transported to lab,2021-02-28
PM497,POTTS,rawWW,cpTP24h,,2021-02-27 08:00:00,2021-02-28 08:00:00,0.5,,Yes,,,Sample picked up at plant and transported to lab,2021-02-28
PM498,VAUX,rawWW,cpTP24h,,2021-02-27 07:30:00,2021-02-28 07:30:00,0.5,,Yes,,,Sample picked up at plant and transported to lab,2021-02-28
PM499,AM,rawWW,cpTP24h,,2021-02-28 06:00:00,2021-03-01 06:00:00,1.0,12.9,Yes,,,Sample picked up at plant and transported to lab,2021-03-01
PM500,LRPCP,rawWW,cpTP24h,,2021-02-28 00:00:00,2021-02-28 23:55:00,1.0,,Yes,,,Sample picked up at plant and transported to lab,2021-02-28
PM501,LRWRP,rawWW,cpTP24h,,2021-02-28 07:00:00,2021-03-01 07:00:00,1.0,9.6,Yes,,,Sample picked up at plant and transported to lab,2021-03-01
PM502,LPCC,rawWW,cpTP24h,,2021-02-28 00:00:00,2021-03-01 07:00:00,1.0,10.2,Yes,,,Sample picked up at plant and transported to lab,2021-03-01
PM503,MQ Blank,,grb,2021-03-03 09:30:00,,,,,,,,,2021-03-03
PM504,Alumni,rawWW,grb,2021-03-03 10:00:00,,,0.5,,Yes,,,Sample collected from sewer and transported directly to lab,2021-03-03
PM505,SOO,rawWW,cpTP24h,,2021-02-28 08:30:00,2021-03-01 09:15:00,0.5,12.0,Yes,,,Samples shipped on ice from site to lab by courier (2-day shipping),2021-03-01
PM506,AM,rawWW,cpTP24h,,2021-03-02 06:00:00,2021-03-03 06:00:00,1.0,8.9,Yes,,,Samples picked up at plant and transported to lab,2021-03-03
PM507,LA,rawWW,cpTP24h,,2021-03-01 09:00:00,2021-03-02 08:30:00,1.0,15.3,Yes,,,Samples picked up at plant and transported to lab,2021-03-02
PM508,LRPCP,rawWW,cpTP24h,,2021-03-02 00:01:00,2021-03-02 23:59:00,1.0,,Yes,,,Samples picked up at plant and transported to lab,2021-03-02
PM509,LRWRP,rawWW,cpTP24h,,2021-03-02 06:30:00,2021-03-03 06:30:00,1.0,10.3,Yes,,,Samples picked up at plant and transported to lab,2021-03-03
PM511,LPCC,rawWW,cpTP24h,,2021-03-02 07:45:00,2021-03-03 07:45:00,1.0,8.83,Yes,,,Samples picked up at plant and transported to lab,2021-03-03
PM512,TB,rawWW,cpTP24h,,2021-02-28 10:45:00,2021-03-01 09:16:00,0.5,8.8,Yes,,,Samples shipped on ice from site to lab by courier (2-day shipping),2021-03-01
PM513,Alumni,rawWW,grb,2021-03-05 10:30:00,,,0.5,,Yes,,,Sample collected from sewer and transported directly to lab,2021-03-05
PM517,LRWRP,rawWW,cpTP24h,,2021-03-04 06:30:00,2021-03-05 06:30:00,1.0,10.2,Yes,,,Samples picked up at plant and transported to lab,2021-03-05
PM519,LRPCP,rawWW,cpTP24h,,2021-03-04 00:00:00,2021-03-04 23:55:00,1.0,,Yes,,,Samples picked up at plant and transported to lab,2021-03-04
PM520,LPCC,rawWW,cpTP24h,,2021-03-04 07:45:00,2021-03-05 07:15:00,1.0,11.7,Yes,,,Samples picked up at plant and transported to lab,2021-03-05
PM521,MQ Blank,,grb,2021-03-08 09:00:00,,,,,,,,,2021-03-08
PM522,Alumni,rawWW,grb,2021-03-08 10:30:00,,,0.5,,Yes,,,Sample collected from sewer and transported directly to lab,2021-03-08
