sampleID,siteID,type,collection,dateTime,dateTimeStart,dateTimeEnd,sizeL,fieldSampleTempC,shippedOnIce,sentDate,recDate,notes,sampleDate
PM811,CHWW,rawWW,cpTP24h,,2021-05-25 00:00:00,2021-05-26 00:00:00,1.0,18.3,Yes,,,Sample picked up at plant and transported directly to lab,2021-05-26
PM812,AM,rawWW,cpTP24h,,2021-05-25 06:00:00,2021-05-26 06:00:00,1.0,11.8,Yes,,,Sample picked up at plant and transported directly to lab,2021-05-26
PM813,LPCC,rawWW,cpTP24h,,2021-05-25 06:45:00,2021-05-26 06:45:00,1.0,20.3,Yes,,,Sample picked up at plant and transported directly to lab,2021-05-26
PM814,LRPCP,rawWW,cpTP24h,,2021-05-25 00:00:00,2021-05-26 00:00:00,1.0,,Yes,,,Sample picked up at plant and transported directly to lab,2021-05-26
PM815,LRWRP,rawWW,cpTP24h,,2021-05-25 07:00:00,2021-05-26 07:00:00,1.0,18.2,Yes,,,Sample picked up at plant and transported directly to lab,2021-05-26
PM819,Alumni,rawWW,mooreSw,,2021-05-27 14:00:00,2021-05-28 11:00:00,,,Yes,,,Sample collected directly from the sewer and transported to lab,2021-05-28
PM820,SOO,rawWW,cpTP24h,,2021-05-24 08:30:00,2021-05-25 09:30:00,0.5,15.0,Yes,,,Sample shipped on ice from site to lab by courier (2-day shipping),2021-05-25
PM821,NB,rawWW,cpTP24h,,2021-05-25 08:00:00,2021-05-26 08:00:00,0.5,15.1,Yes,,,Sample shipped on ice from site to lab by courier (2-day shipping),2021-05-26
PM822,TB,rawWW,cpTP24h,,2021-05-25 09:10:00,2021-05-26 09:25:00,0.5,6.2,Yes,,,Sample shipped on ice from site to lab by courier (2-day shipping),2021-05-26
PM823,LA,rawWW,cpTP24h,,2021-05-25 08:30:00,2021-05-26 08:30:00,1.0,24.0,Yes,,,Sample picked up at plant and transported directly to lab,2021-05-26
PM824,LRPCP,rawWW,cpTP24h,,2021-05-27 00:00:00,2021-05-27 23:59:00,1.0,,Yes,,,Sample picked up at plant and transported directly to lab,2021-05-27
PM825,LPCC,rawWW,cpTP24h,,2021-05-27 07:00:00,2021-05-28 07:00:00,1.0,18.8,Yes,,,Sample picked up at plant and transported directly to lab,2021-05-28
PM827,MQ Blank,,grb,2021-05-31 09:30:00,,,,,,,,,2021-05-31
PM828,CHWW,rawWW,cpTP24h,,2021-05-29 00:00:00,2021-05-30 00:00:00,1.0,14.6,Yes,,,Sample picked up at plant and transported directly to lab,2021-05-30
PM829,AM,rawWW,cpTP24h,,2021-05-30 06:00:00,2021-05-31 06:00:00,1.0,11.0,Yes,,,Sample picked up at plant and transported directly to lab,2021-05-31
PM830,LPCC,rawWW,cpTP24h,,2021-05-30 10:00:00,2021-05-31 07:00:00,1.0,17.4,Yes,,,Sample picked up at plant and transported directly to lab,2021-05-31
PM831,LRPCP,rawWW,cpTP24h,,2021-05-30 00:00:00,2021-05-30 23:59:00,1.0,,Yes,,,Sample picked up at plant and transported directly to lab,2021-05-30
PM833,LRWRP,rawWW,cpTP24h,,2021-05-30 06:30:00,2021-05-31 06:30:00,1.0,17.5,Yes,,,Sample picked up at plant and transported directly to lab,2021-05-31
PM832,LRWRP,rawWW,cpTP24h,,2021-05-27 06:40:00,2021-05-28 06:40:00,1.0,,Yes,,,Sample picked up at plant and transported directly to lab,2021-05-28
PM835,CHWW,rawWW,cpTP24h,,2021-06-01 00:00:00,2021-06-02 00:00:00,1.0,18.3,Yes,,,Sample picked up at plant and transported directly to lab,2021-06-02
PM836,AM,rawWW,cpTP24h,,2021-06-01 08:00:00,2021-06-02 08:00:00,1.0,8.5,Yes,,,Sample picked up at plant and transported directly to lab,2021-06-02
PM837,LA,rawWW,cpTP24h,,2021-05-31 08:00:00,2021-06-01 08:00:00,1.0,18.9,Yes,,,Sample picked up at plant and transported directly to lab,2021-06-01
PM838,TB,rawWW,cpTP24h,,2021-05-30 09:42:00,2021-05-31 09:00:00,0.5,6.5,Yes,,,Sample shipped on ice from site to lab by courier (2-day shipping),2021-05-31
PM839,LPCC,rawWW,cpTP24h,,2021-06-01 07:00:00,2021-06-02 07:00:00,1.0,19.8,Yes,,,Sample picked up at plant and transported directly to lab,2021-06-02
PM840,LRPCP,rawWW,cpTP24h,,2021-05-31 23:59:00,2021-06-01 23:59:00,1.0,,Yes,,,Sample picked up at plant and transported directly to lab,2021-06-01
PM841,LRWRP,rawWW,cpTP24h,,2021-06-01 06:40:00,2021-06-02 06:40:00,1.0,,Yes,,,Sample picked up at plant and transported directly to lab,2021-06-02
PM855,Alumni,rawWW,mooreSw,,2021-06-03 13:30:00,2021-06-04 10:30:00,,,Yes,,,Sample collected directly from the sewer and transported to lab,2021-06-04
PM856,TB,rawWW,cpTP24h,,2021-06-01 08:45:00,2021-06-02 08:30:00,0.5,6.1,Yes,,,Sample shipped on ice from site to lab by courier (2-day shipping),2021-06-02
PM857,LPCC,rawWW,cpTP24h,,2021-06-03 00:00:00,2021-06-04 00:00:00,1.0,19.2,Yes,,,Sample picked up at plant and transported directly to lab,2021-06-04
PM858,LRPCP,rawWW,cpTP24h,,2021-06-03 00:01:00,2021-06-03 23:59:00,1.0,,Yes,,,Sample picked up at plant and transported directly to lab,2021-06-03
PM859,LRWRP,rawWW,cpTP24h,,2021-06-03 06:30:00,2021-06-04 06:30:00,1.0,17.1,Yes,,,Sample picked up at plant and transported directly to lab,2021-06-04
PM862,AM,rawWW,cpTP24h,,2021-06-06 06:00:00,2021-06-07 06:00:00,1.0,16.0,Yes,,,Sample picked up at plant and transported directly to lab,2021-06-07
PM863,LPCC,rawWW,cpTP24h,,2021-06-06 11:00:00,2021-06-07 06:30:00,1.0,18.7,Yes,,,Sample picked up at plant and transported directly to lab,2021-06-07
PM864,LRPCP,rawWW,cpTP24h,,2021-06-06 00:00:00,2021-06-06 23:59:00,1.0,,Yes,,,Sample picked up at plant and transported directly to lab,2021-06-06
PM865,LRWRP,rawWW,cpTP24h,,2021-06-06 06:40:00,2021-06-07 06:40:00,1.0,,Yes,,,Sample picked up at plant and transported directly to lab,2021-06-07
PM869,MQ Blank,,grb,2021-06-09 09:00:00,,,,,,,,,2021-06-09
PM870,CHWW,rawWW,cpTP24h,,2021-06-07 00:00:00,2021-06-08 00:00:00,1.0,19.5,Yes,,,Sample shipped on ice from site to lab by courier (2-day shipping),2021-06-08
PM871,TB,rawWW,cpTP24h,,2021-06-06 11:00:00,2021-06-07 08:40:00,0.5,6.1,Yes,,,Sample picked up at plant and transported directly to lab,2021-06-07
PM872,AM,rawWW,cpTP24h,,2021-06-08 06:00:00,2021-06-09 06:00:00,1.0,10.2,Yes,,,Sample picked up at plant and transported directly to lab,2021-06-09
PM873,LPCC,rawWW,cpTP24h,,2021-06-08 07:00:00,2021-06-09 07:00:00,1.0,20.3,Yes,,,Sample picked up at plant and transported directly to lab,2021-06-09
PM874,LRPCP,rawWW,cpTP24h,,2021-06-08 00:00:00,2021-06-08 23:59:00,1.0,,Yes,,,Sample picked up at plant and transported directly to lab,2021-06-08
PM875,LRWRP,rawWW,cpTP24h,,2021-06-08 06:30:00,2021-06-09 06:30:00,1.0,19.6,Yes,,,Sample picked up at plant and transported directly to lab,2021-06-09
PM877,Alumni,rawWW,mooreSw,,2021-06-10 13:30:00,2021-06-11 10:00:00,,,Yes,,,Sample collected directly from the sewer and transported to lab,2021-06-11
PM878,CHWW,rawWW,cpTP24h,,2021-06-08 00:00:00,2021-06-09 00:00:00,1.0,20.4,Yes,,,,2021-06-09
PM879,LA,rawWW,grb,2021-06-08 08:00:00,,,1.0,21.4,Yes,,,,2021-06-08
PM880,TB,rawWW,cpTP24h,,2021-06-08 08:50:00,2021-06-09 08:45:00,0.5,3.8,Yes,,,Sample shipped on ice from site to lab by courier (2-day shipping),2021-06-09
PM881,LRPCP,rawWW,cpTP24h,,2021-06-10 00:00:00,2021-06-11 23:59:00,1.0,,Yes,,,Sample picked up at plant and transported directly to lab,2021-06-11
PM882,LPCC,rawWW,cpTP24h,,2021-06-10 07:00:00,2021-06-11 07:00:00,1.0,21.8,Yes,,,Sample picked up at plant and transported directly to lab,2021-06-11
PM883,LRWRP,rawWW,grb,2021-06-11 08:00:00,,,1.0,19.3,Yes,,,Sample picked up at plant and transported directly to lab,2021-06-11
PM887,AM,rawWW,cpTP24h,,2021-06-13 06:00:00,2021-06-14 06:00:00,1.0,11.4,Yes,,,Sample picked up at plant and transported directly to lab,2021-06-14
PM888,LPCC,rawWW,cpTP24h,,2021-06-13 07:00:00,2021-06-14 07:00:00,1.0,22.4,Yes,,,Sample picked up at plant and transported directly to lab,2021-06-14
PM889,LRPCP,rawWW,cpTP24h,,2021-06-13 00:00:00,2021-06-13 23:59:00,1.0,,Yes,,,Sample picked up at plant and transported directly to lab,2021-06-13
PM890,LRWRP,rawWW,cpTP24h,,2021-06-13 07:00:00,2021-06-14 07:00:00,1.0,,Yes,,,Sample picked up at plant and transported directly to lab,2021-06-14
PM906,LA,rawWW,cpTP24h,,2021-06-14 08:40:00,2021-06-15 08:40:00,1.0,21.9,Yes,,,Sample picked up at plant and transported directly to lab,2021-06-15
PM907,CHWW,rawWW,cpTP24h,,2021-06-13 00:00:00,2021-06-14 00:00:00,1.0,18.5,Yes,,,Sample shipped on ice from site to lab by courier (2-day shipping),2021-06-14
PM908,AM,rawWW,cpTP24h,,2021-06-15 06:00:00,2021-06-16 06:00:00,1.0,8.7,Yes,,,Sample picked up at plant and transported directly to lab,2021-06-16
PM909,TB,rawWW,cpTP24h,,2021-06-13 09:00:00,2021-06-14 08:30:00,1.0,4.4,Yes,,,Sample shipped on ice from site to lab by courier (2-day shipping),2021-06-14
PM910,LPCC,rawWW,cpTP24h,,2021-06-15 07:00:00,2021-06-16 07:00:00,1.0,20.9,Yes,,,Sample picked up at plant and transported directly to lab,2021-06-16
PM911,LRPCP,rawWW,cpTP24h,,2021-06-15 00:00:00,2021-06-15 23:59:00,1.0,,Yes,,,Sample picked up at plant and transported directly to lab,2021-06-15
PM912,LRWRP,rawWW,cpTP24h,,2021-06-15 06:30:00,2021-06-16 06:30:00,1.0,20.4,Yes,,,Sample picked up at plant and transported directly to lab,2021-06-16
PM916,MQ Blank,,grb,2021-06-18 09:00:00,,,,,,,,,2021-06-18
PM917,Alumni,rawWW,mooreSw,,2021-06-17 13:30:00,2021-06-18 10:30:00,,,Yes,,,Sample collected directly from the sewer and transported to lab,2021-06-18
PM918,CHWW,rawWW,cpTP24h,,2021-06-15 00:00:00,2021-06-16 00:00:00,0.5,20.1,Yes,,,Sample shipped on ice from site to lab by courier (2-day shipping),2021-06-16
PM919,TB,rawWW,cpTP24h,,2021-06-15 08:50:00,2021-06-16 08:40:00,0.5,5.9,Yes,,,Sample shipped on ice from site to lab by courier (2-day shipping),2021-06-16
PM920,LPCC,rawWW,cpTP24h,,2021-06-17 07:00:00,2021-06-18 07:00:00,1.0,22.5,Yes,,,Sample picked up at plant and transported directly to lab,2021-06-18
PM921,LRPCP,rawWW,cpTP24h,,2021-06-17 00:00:00,2021-06-17 23:59:00,1.0,,Yes,,,Sample picked up at plant and transported directly to lab,2021-06-17
PM922,LRWRP,rawWW,cpTP24h,,2021-06-17 06:30:00,2021-06-18 06:30:00,1.0,20.5,Yes,,,,2021-06-18
PM924,MQ Blank,,grb,2021-06-21 09:30:00,,,,,,,,,2021-06-21
PM925,AM,rawWW,cpTP24h,,2021-06-20 07:30:00,2021-06-21 07:30:00,1.0,17.3,Yes,,,Sample picked up at plant and transported directly to lab,2021-06-21
PM926,LPCC,rawWW,cpTP24h,,2021-06-20 06:00:00,2021-06-21 04:00:00,1.0,20.2,Yes,,,Sample picked up at plant and transported directly to lab,2021-06-21
PM927,LRPCP,rawWW,cpTP24h,,2021-06-20 00:00:00,2021-06-21 00:00:00,1.0,,Yes,,,Sample picked up at plant and transported directly to lab,2021-06-21
PM928,LRWRP,rawWW,cpTP24h,,2021-06-20 07:00:00,2021-06-21 07:00:00,1.0,19.3,Yes,,,Sample picked up at plant and transported directly to lab,2021-06-21
PM930,AM,rawWW,cpTP24h,,2021-06-22 06:00:00,2021-06-23 06:00:00,1.0,10.6,Yes,,,Sample picked up at plant and transported directly to lab,2021-06-23
PM931,CHWW,rawWW,cpTP24h,,2021-06-20 00:00:00,2021-06-21 00:00:00,0.5,20.2,Yes,,,Sample shipped on ice from site to lab by courier (overnight shipping),2021-06-21
PM932,TB,rawWW,cpTP24h,,2021-06-20 11:00:00,2021-06-21 08:45:00,0.5,5.9,Yes,,,Sample shipped on ice from site to lab by courier (overnight shipping),2021-06-21
PM933,LPCC,rawWW,cpTP24h,,2021-06-22 06:00:00,2021-06-23 06:10:00,1.0,18.5,Yes,,,Sample picked up at plant and transported directly to lab,2021-06-23
PM934,LRPCP,rawWW,cpTP24h,,2021-06-22 00:00:00,2021-06-22 23:55:00,1.0,,Yes,,,Sample picked up at plant and transported directly to lab,2021-06-22
PM935,LRWRP,rawWW,cpTP24h,,2021-06-22 06:40:00,2021-06-23 06:40:00,1.0,,Yes,,,Sample picked up at plant and transported directly to lab,2021-06-23
PM939,CHWW,rawWW,cpTP24h,,2021-06-22 00:00:00,2021-06-23 00:00:00,0.5,20.2,Yes,,,Sample shipped on ice from site to lab by courier (overnight shipping),2021-06-23
PM941,TB,rawWW,cpTP24h,,2021-06-22 09:00:00,2021-06-23 08:40:00,0.5,6.2,Yes,,,Sample shipped on ice from site to lab by courier (overnight shipping),2021-06-23
PM942,LA,rawWW,cpTP24h,,2021-06-23 08:00:00,2021-06-24 08:00:00,1.0,19.6,Yes,,,Sample picked up at plant and transported directly to lab,2021-06-24
PM943,LPCC,rawWW,cpTP24h,,2021-06-24 06:46:00,2021-06-25 06:46:00,1.0,18.4,Yes,,,Sample picked up at plant and transported directly to lab,2021-06-25
PM944,LRPCP,rawWW,cpTP24h,,2021-06-24 00:00:00,2021-06-24 23:59:00,1.0,,Yes,,,Sample picked up at plant and transported directly to lab,2021-06-24
PM945,LRWRP,rawWW,cpTP24h,,2021-06-24 06:30:00,2021-06-25 06:30:00,1.0,20.9,Yes,,,Sample picked up at plant and transported directly to lab,2021-06-25
PM946,MQ Blank,,grb,2021-06-21 09:00:00,,,,,,,,,2021-06-21
PM947,AM,rawWW,cpTP24h,,2021-06-27 06:00:00,2021-06-28 06:00:00,1.0,9.6,Yes,,,Sample picked up at plant and transported directly to lab,2021-06-28
PM948,LPCC,rawWW,cpTP24h,,2021-06-27 07:00:00,2021-06-28 07:00:00,1.0,20.8,Yes,,,Sample picked up at plant and transported directly to lab,2021-06-28
PM949,LRPCP,rawWW,cpTP24h,,2021-06-27 00:00:00,2021-06-27 23:59:00,1.0,,Yes,,,Sample picked up at plant and transported directly to lab,2021-06-27
PM950,LRWRP,rawWW,cpTP24h,,2021-06-27 06:30:00,2021-06-28 06:30:00,1.0,19.7,Yes,,,Sample picked up at plant and transported directly to lab,2021-06-28
PM957,CHWW,rawWW,cpTP24h,,2021-06-27 00:00:00,2021-06-28 00:00:00,0.5,21.9,Yes,,,Sample shipped on ice from site to lab by courier (overnight shipping),2021-06-28
PM958,LA,rawWW,cpTP24h,,2021-06-28 00:00:00,2021-06-29 00:00:00,1.0,21.1,Yes,,,Sample picked up at plant and transported directly to lab,2021-06-29
PM959,AM,rawWW,cpTP24h,,2021-06-29 06:30:00,2021-06-30 06:30:00,1.0,8.6,Yes,,,Sample picked up at plant and transported directly to lab,2021-06-30
PM960,TB,rawWW,cpTP24h,,2021-06-27 09:15:00,2021-06-28 08:45:00,0.5,6.2,Yes,,,Sample shipped on ice from site to lab by courier (overnight shipping),2021-06-28
PM961,LPCC,rawWW,cpTP24h,,2021-06-29 07:00:00,2021-06-30 07:00:00,1.0,18.9,Yes,,,Sample picked up at plant and transported directly to lab,2021-06-30
PM962,LRPCP,rawWW,cpTP24h,,2021-06-29 00:00:00,2021-06-29 23:59:00,1.0,,Yes,,,Sample picked up at plant and transported directly to lab,2021-06-29
PM963,LRWRP,rawWW,cpTP24h,,2021-06-29 07:00:00,2021-06-30 07:00:00,1.0,20.9,Yes,,,Sample picked up at plant and transported directly to lab,2021-06-30
PM968,MQ Blank,,grb,2021-07-05 09:30:00,,,,,,,,,2021-07-05
PM969,AM,rawWW,cpTP24h,,2021-07-01 06:45:00,2021-07-02 06:45:00,1.0,,No,,,Sample exposed to room temperature for aproximately 72 hours,2021-07-02
PM970,LPCC,rawWW,cpTP24h,,2021-07-04 06:45:00,2021-07-05 06:45:00,1.0,22.1,Yes,,,Sample picked up at plant and transported directly to lab,2021-07-05
PM971,LRWRP,rawWW,cpTP24h,,2021-07-04 08:30:00,2021-07-05 08:30:00,1.0,11.9,Yes,,,Sample picked up at plant and transported directly to lab,2021-07-05
PM391,MQ Blank,,grb,2021-02-01 09:00:00,,,,,,,,,2021-02-01
PM392,GREEN,rawWW,cpTP24h,,2021-01-30 08:00:00,2021-01-31 08:00:00,0.5,,Yes,,,Sample shipped on ice from site to lab by courier (2-day shipping),2021-01-31
PM393,ADELAIDE,rawWW,cpTP24h,,2021-01-30 07:30:00,2021-01-31 07:30:00,0.5,,Yes,,,Sample shipped on ice from site to lab by courier (2-day shipping),2021-01-31
PM394,OXFORD,rawWW,cpTP24h,,2021-01-30 08:00:00,2021-01-31 08:00:00,0.5,,Yes,,,Sample shipped on ice from site to lab by courier (2-day shipping),2021-01-31
PM395,POTTS,rawWW,cpTP24h,,2021-01-30 07:45:00,2021-01-31 07:45:00,0.5,,Yes,,,Sample shipped on ice from site to lab by courier (2-day shipping),2021-01-31
PM396,VAUX,rawWW,cpTP24h,,2021-01-30 09:15:00,2021-01-31 09:15:00,0.5,,Yes,,,Sample shipped on ice from site to lab by courier (2-day shipping),2021-01-31
PM397,AM,rawWW,cpTP24h,,2021-01-31 06:00:00,2021-02-01 06:00:00,1.0,11.0,Yes,,,Sample picked up at plant and transported directly to lab,2021-02-01
PM399,LRPCP,rawWW,cpTP24h,,2021-01-31 00:00:00,2021-02-01 00:00:00,1.0,,Yes,,,Sample picked up at plant and transported directly to lab,2021-02-01
PM398,LRWRP,rawWW,grb,2021-02-01 06:30:00,,,1.0,11.3,Yes,,,Sample picked up at plant and transported directly to lab,2021-02-01
PM400,LPCC,rawWW,cpTP24h,,2021-01-31 09:00:00,2021-02-01 03:55:00,1.0,13.8,Yes,,,Sample picked up at plant and transported directly to lab,2021-02-01
PM726,SOO,rawWW,cpTP24h,,2021-04-25 08:00:00,2021-04-26 09:45:00,0.5,13.0,Yes,,,Sample shipped on ice from site to lab by courier (2-day shipping),2021-04-26
PM727,LA,rawWW,cpTP24h,,2021-04-26 08:30:00,2021-04-27 08:30:00,1.0,18.3,Yes,,,Sample picked up at plant and transported directly to lab,2021-04-27
PM728,TB,rawWW,cpTP24h,,2021-04-27 08:55:00,2021-04-28 09:17:00,0.5,4.9,Yes,,,Sample shipped on ice from site to lab by courier (2-day shipping),2021-04-28
PM729,LPCC,rawWW,cpTP24h,,2021-04-29 07:00:00,2021-04-30 07:00:00,1.0,17.1,Yes,,,Sample picked up at plant and transported directly to lab,2021-04-30
PM730,LRPCP,rawWW,cpTP24h,,2021-04-29 00:00:00,2021-04-29 23:59:00,1.0,,Yes,,,Sample picked up at plant and transported directly to lab,2021-04-29
PM731,LRWRP,rawWW,cpTP24h,,2021-04-29 06:30:00,2021-04-30 06:30:00,1.0,14.7,Yes,,,Sample picked up at plant and transported directly to lab,2021-04-30
PM735,NB,rawWW,cpTP24h,,2021-04-27 09:50:00,2021-04-28 08:50:00,0.5,14.2,Yes,,,Sample shipped on ice from site to lab by courier (2-day shipping),2021-04-28
PM972,CHWW,rawWW,cpTP24h,,2021-07-04 00:00:00,2021-07-05 00:00:00,0.5,16.1,Yes,,,Sample shipped on ice from site to lab by courier (overnight shipping),2021-07-05
PM973,AM,rawWW,cpTP24h,,2021-07-06 06:00:00,2021-07-07 06:00:00,1.0,14.3,Yes,,,Sample picked up at plant and transported directly to lab,2021-07-07
PM974,TB,rawWW,cpTP24h,,2021-07-04 13:00:00,2021-07-05 09:10:00,0.5,7.9,Yes,,,Sample shipped on ice from site to lab by courier (overnight shipping),2021-07-05
PM975,LPCC,rawWW,cpTP24h,,2021-07-06 06:30:00,2021-07-07 06:30:00,1.0,23.9,Yes,,,Sample picked up at plant and transported directly to lab,2021-07-07
PM976,LRPCP,rawWW,cpTP24h,,2021-07-06 00:01:00,2021-07-07 23:59:00,1.0,,Yes,,,Sample picked up at plant and transported directly to lab,2021-07-07
PM977,LRWRP,rawWW,cpTP24h,,2021-07-06 06:40:00,2021-07-07 06:40:00,1.0,,Yes,,,Sample picked up at plant and transported directly to lab,2021-07-07
PM979,CHWW,rawWW,cpTP24h,,2021-07-06 00:00:00,2021-07-07 00:00:00,0.5,19.3,Yes,,,Sample shipped on ice from site to lab by courier (overnight shipping),2021-07-07
PM980,LA,rawWW,cpTP24h,,2021-07-05 10:00:00,2021-07-06 10:00:00,1.0,22.2,Yes,,,Sample picked up at plant and transported directly to lab,2021-07-06
PM981,TB,rawWW,cpTP24h,,2021-07-06 08:45:00,2021-07-07 08:40:00,0.5,8.2,Yes,,,Sample shipped on ice from site to lab by courier (overnight shipping),2021-07-07
PM982,LPCC,rawWW,cpTP24h,,2021-07-08 06:45:00,2021-07-09 06:45:00,1.0,25.0,Yes,,,Sample picked up at plant and transported directly to lab,2021-07-09
PM983,LRPCP,rawWW,cpTP24h,,2021-07-08 00:01:00,2021-07-08 23:59:00,1.0,,Yes,,,Sample picked up at plant and transported directly to lab,2021-07-08
PM984,LRWRP,rawWW,cpTP24h,,2021-07-08 07:00:00,2021-07-09 07:00:00,1.0,21.2,Yes,,,Sample picked up at plant and transported directly to lab,2021-07-09
PM986,MQ Blank,,grb,2021-07-12 09:30:00,,,,,,,,,2021-07-12
PM987,AM,rawWW,cpTP24h,,2021-07-11 06:00:00,2021-07-12 06:00:00,1.0,18.5,Yes,,,Sample picked up at plant and transported directly to lab,2021-07-12
PM988,LPCC,rawWW,cpTP24h,,2021-07-11 08:00:00,2021-07-12 07:00:00,1.0,23.0,Yes,,,Sample picked up at plant and transported directly to lab,2021-07-12
PM989,LRPCP,rawWW,cpTP24h,,2021-07-11 00:01:00,2021-07-11 23:59:00,1.0,,Yes,,,Sample picked up at plant and transported directly to lab,2021-07-11
PM990,LRWRP,rawWW,cpTP24h,,2021-07-11 06:30:00,2021-07-12 06:30:00,1.0,20.9,Yes,,,Sample picked up at plant and transported directly to lab,2021-07-12
PM992,CHWW,rawWW,cpTP24h,,2021-07-11 00:00:00,2021-07-12 00:00:00,0.5,19.8,Yes,,,Sample shipped on ice from site to lab by courier (overnight shipping),2021-07-12
PM993,AM,rawWW,cpTP24h,,2021-07-13 06:00:00,2021-07-14 06:00:00,1.0,13.1,Yes,,,Sample picked up at plant and transported directly to lab,2021-07-14
PM994,TB,rawWW,cpTP24h,,2021-07-11 09:30:00,2021-07-12 09:00:00,0.5,,Yes,,,Sample shipped on ice from site to lab by courier (overnight shipping),2021-07-12
PM995,LPCC,rawWW,cpTP24h,,2021-07-13 07:00:00,2021-07-14 07:00:00,1.0,24.1,Yes,,,Sample picked up at plant and transported directly to lab,2021-07-14
PM996,LRPCP,rawWW,cpTP24h,,2021-07-13 00:01:00,2021-07-13 23:59:00,1.0,,Yes,,,Sample picked up at plant and transported directly to lab,2021-07-13
PM997,LRWRP,rawWW,cpTP24h,,2021-07-13 06:30:00,2021-07-14 06:30:00,1.0,21.7,Yes,,,Sample picked up at plant and transported directly to lab,2021-07-14
PM999,LA,rawWW,cpTP24h,,2021-07-15 09:00:00,2021-07-16 09:00:00,1.0,21.4,Yes,,,Sample picked up at plant and transported directly to lab,2021-07-16
PM1000,CHWW,rawWW,cpTP24h,,2021-07-13 00:00:00,2021-07-14 00:00:00,0.5,19.8,Yes,,,Sample shipped on ice from site to lab by courier (overnight shipping),2021-07-14
PM1001,TB,rawWW,cpTP24h,,2021-07-13 09:00:00,2021-07-14 08:30:00,0.5,6.3,Yes,,,Sample shipped on ice from site to lab by courier (overnight shipping). Sample jug not filled. Not a complete composite sample.,2021-07-14
PM1002,LPCC,rawWW,cpTP24h,,2021-07-15 07:00:00,2021-07-16 07:00:00,1.0,24.3,Yes,,,Sample picked up at plant and transported directly to lab,2021-07-16
PM1003,LRPCP,rawWW,cpTP24h,,2021-07-15 00:00:00,2021-07-15 23:59:00,1.0,,Yes,,,Sample picked up at plant and transported directly to lab,2021-07-15
PM1004,LRWRP,rawWW,cpTP24h,,2021-07-15 06:40:00,2021-07-16 06:40:00,1.0,,Yes,,,Sample picked up at plant and transported directly to lab,2021-07-16
PM1008,MQ Blank,,grb,2021-07-19 08:30:00,,,,,,,,,2021-07-19
PM1009,AM,rawWW,cpTP24h,,2021-07-18 06:00:00,2021-07-19 06:00:00,1.0,11.0,Yes,,,Sample picked up at plant and transported directly to lab,2021-07-19
PM1010,LPCC,rawWW,cpTP24h,,2021-07-18 07:00:00,2021-07-19 07:00:00,1.0,22.4,Yes,,,Sample picked up at plant and transported directly to lab,2021-07-19
PM1011,LRPCP,rawWW,cpTP24h,,2021-07-18 00:00:00,2021-07-18 23:59:00,1.0,,Yes,,,Sample picked up at plant and transported directly to lab,2021-07-18
PM1012,LRWRP,rawWW,cpTP24h,,2021-07-18 07:00:00,2021-07-19 07:00:00,1.0,20.1,Yes,,,Sample picked up at plant and transported directly to lab,2021-07-19
PM1014,LA,rawWW,cpTP24h,,2021-07-18 09:00:00,2021-07-19 09:00:00,1.0,21.8,Yes,,,Sample picked up at plant and transported directly to lab,2021-07-19
PM1015,AM,rawWW,cpTP24h,,2021-07-20 06:00:00,2021-07-21 06:00:00,1.0,14.6,Yes,,,Sample picked up at plant and transported directly to lab,2021-07-21
PM1016,CHWW,rawWW,cpTP24h,,2021-07-18 00:00:00,2021-07-19 00:00:00,0.5,19.6,Yes,,,Sample shipped on ice from site to lab by courier (overnight shipping),2021-07-19
PM1017,TB,rawWW,cpTP24h,,2021-07-18 09:30:00,2021-07-19 08:45:00,0.5,7.6,Yes,,,Sample shipped on ice from site to lab by courier (overnight shipping),2021-07-19
PM1018,LPCC,rawWW,cpTP24h,,2021-07-20 07:07:00,2021-07-21 07:00:00,1.0,23.5,Yes,,,Sample picked up at plant and transported directly to lab,2021-07-21
PM1019,LRPCP,rawWW,cpTP24h,,2021-07-20 00:01:00,2021-07-20 23:59:00,1.0,,Yes,,,Sample picked up at plant and transported directly to lab,2021-07-20
PM1020,LRWRP,rawWW,cpTP24h,,2021-07-20 06:30:00,2021-07-21 06:30:00,1.0,21.2,Yes,,,Sample picked up at plant and transported directly to lab,2021-07-21
PM1026,TB,rawWW,cpTP24h,,2021-07-20 09:05:00,2021-07-21 08:45:00,0.5,5.7,Yes,,,Sample shipped on ice from site to lab by courier (overnight shipping. Sample jug not completely filled. Not a complete composite sample.,2021-07-21
PM1025,CHWW,rawWW,cpTP24h,,2021-07-20 00:00:00,2021-07-21 00:00:00,0.5,19.7,Yes,,,Sample shipped on ice from site to lab by courier (overnight shipping),2021-07-21
PM1027,LPCC,rawWW,cpTP24h,,2021-07-22 07:15:00,2021-07-23 07:15:00,1.0,23.6,Yes,,,Sample picked up at plant and transported directly to lab,2021-07-23
PM1028,LRPCP,rawWW,cpTP24h,,2021-07-22 00:00:00,2021-07-22 23:59:00,1.0,,Yes,,,Sample picked up at plant and transported directly to lab,2021-07-22
PM1029,LRWRP,rawWW,cpTP24h,,2021-07-22 06:30:00,2021-07-23 06:30:00,1.0,22.0,Yes,,,Sample picked up at plant and transported directly to lab,2021-07-23
PM1030,MQ Blank,,grb,2021-07-26 09:00:00,,,,,,,,,2021-07-26
