uSiteMeasureID,siteID,sampleID,reporterID,dateTime,type,typeOther,typeDescription,aggregation,aggregationOther,aggregationDesc,value,unit,notes,Unnamed: 14
SM_CHWW62_pH,CHWW,PV187,McKay-GLIER,2021-12-17 00:00:00,wwpH,,Field hand-held probe,max,,,8.63,,,
SM_CHWW63_F,CHWW,PV188,McKay-GLIER,2021-12-20 00:00:00,wwFlow,,Measured daily average flow,mean,,,26.47,ML/D,,
SM_CHWW63_T,CHWW,PV188,McKay-GLIER,2021-12-20 00:00:00,wwTemp,,Field hand-held probe,max,,,14.0,oC,,
SM_CHWW63_pH,CHWW,PV188,McKay-GLIER,2021-12-20 00:00:00,wwpH,,Field hand-held probe,max,,,8.01,,,
SM_TB80_T,TB,PV189,McKay-GLIER,2021-12-20 09:40:00,wwTemp,,Field hand-held probe,max,,,6.9,oC,,
SM_TB80_pH,TB,PV189,McKay-GLIER,2021-12-20 09:40:00,wwpH,,Field hand-held probe,max,,,7.42,,,
SM_TB80_F,TB,PV189,McKay-GLIER,2021-12-20 09:40:00,wwFlow,,Measured daily average flow,mean,,,64.23,ML/D,,
SM_TB80_TSS,TB,PV189,McKay-GLIER,2021-12-20 09:40:00,wwTSS,,Laboratory analysis,max,,,134.2,mg/L,,
SM_AM127_F,AM,PV190,McKay-GLIER,2021-12-22 06:30:00,wwFlow,,Field hand-held probe,max,,,8659.4,m3/d,,
SM_AM127_T,AM,PV190,McKay-GLIER,2021-12-22 06:30:00,wwTemp,,Field hand-held probe,max,,,8.7,oC,,
SM_AM127_pH,AM,PV190,McKay-GLIER,2021-12-22 06:30:00,wwpH,,Field hand-held probe,max,,,7.64,,,
SM_AM127_F_Spot,AM,PV190,McKay-GLIER,2021-12-22 06:30:00,wwFlow,,Field hand-held probe,max,,,393.8,m3/h,,
SM_LPCC156_F,LPCC,PV191,McKay-GLIER,2021-12-22 07:15:00,wwFlow,,Measured daily average flow,mean,,,218.0,L/s,,
SM_LPCC156_T,LPCC,PV191,McKay-GLIER,2021-12-22 07:15:00,wwTemp,,Field hand-held probe,max,,,14.7,oC,,
SM_LPCC156_pH,LPCC,PV191,McKay-GLIER,2021-12-22 07:15:00,wwpH,,Field hand-held probe,max,,,7.58,,,
SM_LRWRP180_F,LRWRP,PV192,McKay-GLIER,2021-12-22 07:00:00,wwFlow,,Measured daily average flow,mean,,,81.0,ML/D,,
SM_LRWRP180_T,LRWRP,PV192,McKay-GLIER,2021-12-22 07:00:00,wwTemp,,Field hand-held probe,max,,,13.9,oC,,
SM_LRWRP180_pH,LRWRP,PV192,McKay-GLIER,2021-12-22 07:00:00,wwpH,,Field hand-held probe,max,,,6.9,,,
SM_CHWW64_F,CHWW,PV200,McKay-GLIER,2021-12-22 00:00:00,wwFlow,,Measured daily average flow,mean,,,26.33,ML/D,,
SM_CHWW64_T,CHWW,PV200,McKay-GLIER,2021-12-22 00:00:00,wwTemp,,Field hand-held probe,max,,,9.8,oC,,
SM_CHWW64_pH,CHWW,PV200,McKay-GLIER,2021-12-22 00:00:00,wwpH,,Field hand-held probe,max,,,8.67,,,
SM_TB81_T,TB,PV201,McKay-GLIER,2021-12-22 09:15:00,wwTemp,,Field hand-held probe,max,,,6.2,oC,,
SM_TB81_pH,TB,PV201,McKay-GLIER,2021-12-22 09:15:00,wwpH,,Field hand-held probe,max,,,7.9,,,
SM_TB81_F,TB,PV201,McKay-GLIER,2021-12-22 09:15:00,wwFlow,,Measured daily average flow,mean,,,62.0,ML/D,,
SM_TB81_TSS,TB,PV201,McKay-GLIER,2021-12-22 09:15:00,wwTSS,,Laboratory analysis,max,,,72.0,mg/L,,
SM_LPCC157_F,LPCC,PV202,McKay-GLIER,2021-12-29 07:00:00,wwFlow,,Measured daily average flow,mean,,,228.0,L/s,,
SM_LPCC157_T,LPCC,PV202,McKay-GLIER,2021-12-29 07:00:00,wwTemp,,Field hand-held probe,max,,,12.3,oC,,
SM_LPCC157_pH,LPCC,PV202,McKay-GLIER,2021-12-29 07:00:00,wwpH,,Field hand-held probe,max,,,7.82,,,
SM_LRPCP175_F,LRPCP,PV203,McKay-GLIER,2021-12-23 23:55:00,wwFlow,,Measured daily average flow,mean,,,43600.0,m3/d,,
SM_LRPCP175_T,LRPCP,PV203,McKay-GLIER,2021-12-23 23:55:00,wwTemp,,Field hand-held probe,max,,,15.1,oC,,
SM_LRPCP175_pH,LRPCP,PV203,McKay-GLIER,2021-12-23 23:55:00,wwpH,,Field hand-held probe,max,,,7.05,,,
SM_LRPCP176_F,LRPCP,PV204,McKay-GLIER,2021-12-27 00:00:00,wwFlow,,Measured daily average flow,mean,,,62450.0,m3/d,,
SM_LRPCP176_T,LRPCP,PV204,McKay-GLIER,2021-12-27 00:00:00,wwTemp,,Field hand-held probe,max,,,14.0,oC,,
SM_LRPCP176_pH,LRPCP,PV204,McKay-GLIER,2021-12-27 00:00:00,wwpH,,Field hand-held probe,max,,,7.1,,,
SM_LRPCP177_F,LRPCP,PV205,McKay-GLIER,2021-12-28 23:55:00,wwFlow,,Measured daily average flow,mean,,,55100.0,m3/d,,
SM_LRPCP177_T,LRPCP,PV205,McKay-GLIER,2021-12-28 23:55:00,wwTemp,,Field hand-held probe,max,,,14.5,oC,,
SM_LRPCP177_pH,LRPCP,PV205,McKay-GLIER,2021-12-28 23:55:00,wwpH,,Field hand-held probe,max,,,7.1,,,
SM_LRWRP181_F,LRWRP,PV206,McKay-GLIER,2021-12-24 06:40:00,wwFlow,,Measured daily average flow,mean,,,70.0,ML/D,,
SM_LRWRP181_T,LRWRP,PV206,McKay-GLIER,2021-12-24 06:40:00,wwTemp,,Field hand-held probe,max,,,13.9,oC,,
SM_LRWRP181_pH,LRWRP,PV206,McKay-GLIER,2021-12-24 06:40:00,wwpH,,Field hand-held probe,max,,,6.9,,,
SM_LRWRP182_F,LRWRP,PV207,McKay-GLIER,2021-12-29 06:40:00,wwFlow,,Measured daily average flow,mean,,,200.0,ML/D,,
SM_LRWRP182_T,LRWRP,PV207,McKay-GLIER,2021-12-29 06:40:00,wwTemp,,Field hand-held probe,max,,,12.0,oC,,
SM_LRWRP182_pH,LRWRP,PV207,McKay-GLIER,2021-12-29 06:40:00,wwpH,,Field hand-held probe,max,,,6.8,,,
SM_LA88_F,LA,PV212,McKay-GLIER,2021-12-30 07:00:00,wwFlow,,Measured daily average flow,mean,,,160.0,L/s,,
SM_LA88_T,LA,PV212,McKay-GLIER,2021-12-30 07:00:00,wwTemp,,Field hand-held probe,max,,,13.2,oC,,
SM_LA88_pH,LA,PV212,McKay-GLIER,2021-12-30 07:00:00,wwpH,,Field hand-held probe,max,,,7.78,,,
SM_CHWW65_F,CHWW,PV220,McKay-GLIER,2021-12-24 00:00:00,wwFlow,,Measured daily average flow,mean,,,24.85,ML/D,,
SM_CHWW65_T,CHWW,PV220,McKay-GLIER,2021-12-24 00:00:00,wwTemp,,Field hand-held probe,max,,,13.2,oC,,
SM_CHWW65_pH,CHWW,PV220,McKay-GLIER,2021-12-24 00:00:00,wwpH,,Field hand-held probe,max,,,7.82,,,
SM_CHWW66_F,CHWW,PV221,McKay-GLIER,2021-12-27 00:00:00,wwFlow,,Measured daily average flow,mean,,,32.57,ML/D,,
SM_CHWW66_T,CHWW,PV221,McKay-GLIER,2021-12-27 00:00:00,wwTemp,,Field hand-held probe,max,,,6.1,oC,,
SM_CHWW66_pH,CHWW,PV221,McKay-GLIER,2021-12-27 00:00:00,wwpH,,Field hand-held probe,max,,,7.47,,,
SM_CHWW67_F,CHWW,PV222,McKay-GLIER,2021-12-29 00:00:00,wwFlow,,Measured daily average flow,mean,,,33.08,ML/D,,
SM_CHWW67_T,CHWW,PV222,McKay-GLIER,2021-12-29 00:00:00,wwTemp,,Field hand-held probe,max,,,12.1,oC,,
SM_CHWW67_pH,CHWW,PV222,McKay-GLIER,2021-12-29 00:00:00,wwpH,,Field hand-held probe,max,,,7.71,,,
SM_TB82_T,TB,PV223,McKay-GLIER,2021-12-29 09:10:00,wwTemp,,Field hand-held probe,max,,,6.3,oC,,
SM_TB82_pH,TB,PV223,McKay-GLIER,2021-12-29 09:10:00,wwpH,,Field hand-held probe,max,,,7.398,,,
SM_TB82_F,TB,PV223,McKay-GLIER,2021-12-29 09:10:00,wwFlow,,Measured daily average flow,mean,,,57.43,ML/D,,
SM_LRPCP178_F,LRPCP,PV224,McKay-GLIER,2021-12-30 23:55:00,wwFlow,,Measured daily average flow,mean,,,55000.0,m3/d,,
SM_LRPCP178_T,LRPCP,PV224,McKay-GLIER,2021-12-30 23:55:00,wwTemp,,Field hand-held probe,max,,,14.1,oC,,
SM_LRPCP178_pH,LRPCP,PV224,McKay-GLIER,2021-12-30 23:55:00,wwpH,,Field hand-held probe,max,,,7.2,,,
SM_LRWRP183_F,LRWRP,PV225,McKay-GLIER,2021-12-31 06:30:00,wwFlow,,Measured daily average flow,mean,,,95.0,ML/D,,
SM_LRWRP183_T,LRWRP,PV225,McKay-GLIER,2021-12-31 06:30:00,wwTemp,,Field hand-held probe,max,,,13.0,oC,,
SM_LRWRP183_pH,LRWRP,PV225,McKay-GLIER,2021-12-31 06:30:00,wwpH,,Field hand-held probe,max,,,7.1,,,
SM_LA89_F,LA,PV230,McKay-GLIER,2022-01-05 08:00:00,wwFlow,,Measured daily average flow,mean,,,131.51,L/s,,
SM_LA89_T,LA,PV230,McKay-GLIER,2022-01-05 08:00:00,wwTemp,,Field hand-held probe,max,,,17.2,oC,,
SM_LA89_pH,LA,PV230,McKay-GLIER,2022-01-05 08:00:00,wwpH,,Field hand-held probe,max,,,7.43,,,
SM_AM128_F,AM,PV231,McKay-GLIER,2022-01-05 06:30:00,wwFlow,,Field hand-held probe,max,,,8043.2,m3/d,,
SM_AM128_T,AM,PV231,McKay-GLIER,2022-01-05 06:30:00,wwTemp,,Field hand-held probe,max,,,12.3,oC,,
SM_AM128_pH,AM,PV231,McKay-GLIER,2022-01-05 06:30:00,wwpH,,Field hand-held probe,max,,,7.64,,,
SM_AM128_F_Spot,AM,PV231,McKay-GLIER,2022-01-05 06:30:00,wwFlow,,Field hand-held probe,max,,,264.7,m3/h,,
SM_LPCC158_F,LPCC,PV232,McKay-GLIER,2022-01-05 07:00:00,wwFlow,,Measured daily average flow,mean,,,227.0,L/s,,
SM_LPCC158_T,LPCC,PV232,McKay-GLIER,2022-01-05 07:00:00,wwTemp,,Field hand-held probe,max,,,15.1,oC,,
SM_LPCC158_pH,LPCC,PV232,McKay-GLIER,2022-01-05 07:00:00,wwpH,,Field hand-held probe,max,,,7.8,,,
SM_LRPCP179_F,LRPCP,PV233,McKay-GLIER,2022-01-04 23:55:00,wwFlow,,Measured daily average flow,mean,,,41000.0,m3/d,,
SM_LRPCP179_T,LRPCP,PV233,McKay-GLIER,2022-01-04 23:55:00,wwTemp,,Field hand-held probe,max,,,13.9,oC,,
SM_LRPCP179_pH,LRPCP,PV233,McKay-GLIER,2022-01-04 23:55:00,wwpH,,Field hand-held probe,max,,,7.2,,,
SM_LRWRP184_F,LRWRP,PV234,McKay-GLIER,2022-01-05 06:30:00,wwFlow,,Measured daily average flow,mean,,,78.0,ML/D,,
SM_LRWRP184_T,LRWRP,PV234,McKay-GLIER,2022-01-05 06:30:00,wwTemp,,Field hand-held probe,max,,,14.0,oC,,
SM_LRWRP184_pH,LRWRP,PV234,McKay-GLIER,2022-01-05 06:30:00,wwpH,,Field hand-held probe,max,,,6.9,,,
SM_CHWW68_F,CHWW,PV243,McKay-GLIER,2021-12-31 00:00:00,wwFlow,,Measured daily average flow,mean,,,30.62,ML/D,,
SM_CHWW68_T,CHWW,PV243,McKay-GLIER,2021-12-31 00:00:00,wwTemp,,Field hand-held probe,max,,,11.5,oC,,
SM_CHWW68_pH,CHWW,PV243,McKay-GLIER,2021-12-31 00:00:00,wwpH,,Field hand-held probe,max,,,7.83,,,
SM_CHWW69_F,CHWW,PV244,McKay-GLIER,2022-01-03 00:00:00,wwFlow,,Measured daily average flow,mean,,,27.11,ML/D,,
SM_CHWW69_T,CHWW,PV244,McKay-GLIER,2022-01-03 00:00:00,wwTemp,,Field hand-held probe,max,,,12.1,oC,,
SM_CHWW69_pH,CHWW,PV244,McKay-GLIER,2022-01-03 00:00:00,wwpH,,Field hand-held probe,max,,,7.55,,,
SM_CHWW70_F,CHWW,PV245,McKay-GLIER,2022-01-05 00:00:00,wwFlow,,Measured daily average flow,mean,,,26.37,ML/D,,
SM_CHWW70_T,CHWW,PV245,McKay-GLIER,2022-01-05 00:00:00,wwTemp,,Field hand-held probe,max,,,6.8,oC,,
SM_CHWW70_pH,CHWW,PV245,McKay-GLIER,2022-01-05 00:00:00,wwpH,,Field hand-held probe,max,,,8.66,,,
SM_LPCC159_F,LPCC,PV246,McKay-GLIER,2022-01-07 07:00:00,wwFlow,,Measured daily average flow,mean,,,207.0,L/s,,
SM_LPCC159_T,LPCC,PV246,McKay-GLIER,2022-01-07 07:00:00,wwTemp,,Field hand-held probe,max,,,15.0,oC,,
SM_LPCC159_pH,LPCC,PV246,McKay-GLIER,2022-01-07 07:00:00,wwpH,,Field hand-held probe,max,,,7.97,,,
SM_LRPCP180_F,LRPCP,PV248,McKay-GLIER,2022-01-07 00:00:00,wwFlow,,Measured daily average flow,mean,,,36990.0,m3/d,,
SM_LRPCP180_T,LRPCP,PV248,McKay-GLIER,2022-01-07 00:00:00,wwTemp,,Field hand-held probe,max,,,14.7,oC,,
SM_LRPCP180_pH,LRPCP,PV248,McKay-GLIER,2022-01-07 00:00:00,wwpH,,Field hand-held probe,max,,,7.2,,,
SM_TB83_T,TB,PV249,McKay-GLIER,2022-01-05 09:10:00,wwTemp,,Field hand-held probe,max,,,10.4,oC,,
SM_TB83_pH,TB,PV249,McKay-GLIER,2022-01-05 09:10:00,wwpH,,Field hand-held probe,max,,,7.742,,,
SM_TB83_F,TB,PV249,McKay-GLIER,2022-01-05 09:10:00,wwFlow,,Measured daily average flow,mean,,,56.24,ML/D,,
SM_TB83_TSS,TB,PV249,McKay-GLIER,2022-01-05 09:10:00,wwTSS,,Laboratory analysis,max,,,140.8,mg/L,,
SM_LRWRP185_F,LRWRP,PV250,McKay-GLIER,2022-01-07 07:00:00,wwFlow,,Measured daily average flow,mean,,,75.0,ML/D,,
SM_LRWRP185_T,LRWRP,PV250,McKay-GLIER,2022-01-07 07:00:00,wwTemp,,Field hand-held probe,max,,,14.0,oC,,
SM_LRWRP185_pH,LRWRP,PV250,McKay-GLIER,2022-01-07 07:00:00,wwpH,,Field hand-held probe,max,,,6.9,,,
SM_AM129_F,AM,PV253,McKay-GLIER,2022-01-10 06:30:00,wwFlow,,Field hand-held probe,max,,,7000.7,m3/d,,
SM_AM129_T,AM,PV253,McKay-GLIER,2022-01-10 06:30:00,wwTemp,,Field hand-held probe,max,,,10.7,oC,,
SM_AM129_pH,AM,PV253,McKay-GLIER,2022-01-10 06:30:00,wwpH,,Field hand-held probe,max,,,7.61,,,
SM_AM129_F_Spot,AM,PV253,McKay-GLIER,2022-01-10 06:30:00,wwFlow,,Field hand-held probe,max,,,293.7,m3/h,,
SM_LPCC160_F,LPCC,PV254,McKay-GLIER,2022-01-10 07:00:00,wwFlow,,Measured daily average flow,mean,,,176.0,L/s,,
SM_LPCC160_T,LPCC,PV254,McKay-GLIER,2022-01-10 07:00:00,wwTemp,,Field hand-held probe,max,,,12.2,oC,,
SM_LPCC160_pH,LPCC,PV254,McKay-GLIER,2022-01-10 07:00:00,wwpH,,Field hand-held probe,max,,,7.92,,,
SM_LRPCP181_F,LRPCP,PV255,McKay-GLIER,2022-01-09 23:55:00,wwFlow,,Measured daily average flow,mean,,,37010.0,m3/d,,
SM_LRPCP181_T,LRPCP,PV255,McKay-GLIER,2022-01-09 23:55:00,wwTemp,,Field hand-held probe,max,,,14.3,oC,,
