instrumentID,name,model,description,referenceLink,type,typeOther
Instrument IN96,BioRad CFX96/OPUS,CFX96 Optics Module,Gene copy number quantification using qPCR,https://www.bio-rad.com/webroot/web/pdf/lsr/literature/Bulletin_6093.pdf,,
