instrumentID,name,model,description,referenceLink,type,typeOther
BIORAD CFX connect ,BIORAD CFX connect ,1855201,Lab Measure of Gene Counts using PCR,https://www.bio-rad.com/en-ca/product/cfx-connect-real-time-pcr-detection-system?ID=LN5TFG15 ,lab,
