instrumentID,name,model,description,referenceLink,type,typeOther
RT PCR-CFX384,BioRad CFX384 Touch Real-Time PCR Detection System,BioRad CFX384 Touch Real-Time PCR Detection System,BioRad CFX384 Touch Real-Time PCR Detection System,https://www.bio-rad.com/en-ca/product/cfx384-touch-real-time-pcr-detection-system?ID=LJB22YE8Z,Lab,
