instrumentID,name,model,description,referenceLink,type,typeOther
QuantStudio 5,Applied Biosystems QuantStudio 5 Real-Time PCR,QuantStudio 5,Lab measure of gene counts using qPCR,https://www.thermofisher.com/order/catalog/product/A34322?ca&en#/A34322?ca&en,lab,CoV-2 N1/N2
