sampleID,siteID,type,collection,dateTime,dateTimeStart,dateTimeEnd,sizeL,fieldSampleTempC,shippedOnIce,sentDate,recDate,notes
OSW291,OSW,rawWW,cpTP24h,,2021-01-28 00:00:00,2021-01-29 00:00:00,1.0,,Yes,,,
SKY291,SKY,rawWW,grb,2021-01-29 10:20:00,,,1.0,,Yes,,,
ACT12,ACT,rawWW,cpTP24h,,2021-01-31 00:00:00,2021-02-01 00:00:00,1.0,,Yes,,,
GT12,GT,rawWW,cpTP24h,,2021-01-31 00:00:00,2021-02-01 00:00:00,1.0,,Yes,,,
MH12,MH,rawWW,cpTP24h,,2021-01-31 00:00:00,2021-02-01 00:00:00,1.0,,Yes,,,
OSE12,OSE,rawWW,cpTP24h,,2021-01-31 00:00:00,2021-02-01 00:00:00,1.0,,Yes,,,
OSW12,OSW,rawWW,cpTP24h,,2021-01-31 00:00:00,2021-02-01 00:00:00,1.0,,Yes,,,
SKY12,SKY,rawWW,cpTP24h,,2021-01-31 00:00:00,2021-02-01 00:00:00,1.0,,Yes,,,
ACT32,ACT,rawWW,cpTP24h,,2021-02-02 00:00:00,2021-02-03 00:00:00,1.0,,Yes,,,
GT32,GT,rawWW,cpTP24h,,2021-02-02 00:00:00,2021-02-03 00:00:00,1.0,,Yes,,,
MH32,MH,rawWW,cpTP24h,,2021-02-02 00:00:00,2021-02-03 00:00:00,1.0,,Yes,,,
OSE32,OSE,rawWW,cpTP24h,,2021-02-02 00:00:00,2021-02-03 00:00:00,1.0,,Yes,,,
OSW32,OSW,rawWW,cpTP24h,,2021-02-02 00:00:00,2021-02-03 00:00:00,1.0,,Yes,,,
SKY32,SKY,rawWW,cpTP24h,,2021-02-02 00:00:00,2021-02-03 00:00:00,1.0,,Yes,,,
ACT52,ACT,rawWW,cpTP24h,,2021-02-04 00:00:00,2021-02-05 00:00:00,1.0,,Yes,,,
GT52,GT,rawWW,cpTP24h,,2021-02-04 00:00:00,2021-02-05 00:00:00,1.0,,Yes,,,
MH52,MH,rawWW,cpTP24h,,2021-02-04 00:00:00,2021-02-05 00:00:00,1.0,,Yes,,,
OSE52,OSE,rawWW,grb,2021-02-05 11:30:00,,,1.0,,Yes,,,
