sampleID,siteID,type,collection,dateTime,dateTimeStart,dateTimeEnd,sizeL,fieldSampleTempC,shippedOnIce,notes,sampleDate
fac6_2023Feb09_p24,fac6,rawWW,mooreSw,,2023-02-08 08:20:00,2023-02-09 08:25:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-02-09
fac7_2023Feb09_p24,fac7,rawWW,mooreSw,,2023-02-08 12:45:00,2023-02-09 12:20:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-02-09
fac8_2023Feb09_p24,fac8,rawWW,mooreSw,,2023-02-08 12:50:00,2023-02-09 12:35:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-02-09
fac1b_2023Feb14_c18,fac1b,rawWW,cpTP24h,,2023-02-13 08:40:00,2023-02-14 08:40:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-02-14
fac2b_2023Feb14_c21,fac2b,rawWW,cpTP24h,,2023-02-13 09:10:00,2023-02-14 08:10:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-02-14
fac5_2023Feb14_b12,fac5,rawWW,cpgrb,,2023-02-14 09:05:00,2023-02-14 10:00:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-02-14
fac9_2023Feb09_c24,fac9,rawWW,cpTP24h,,2023-02-08 09:20:00,2023-02-09 08:20:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-02-09
fac9_2023Feb14_c24,fac9,rawWW,cpTP24h,,2023-02-13 09:00:00,2023-02-14 08:00:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-02-14
fac2c_2023Feb14_p24,fac2c,rawWW,mooreSw,,2023-02-13 09:15:00,2023-02-14 09:45:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-02-14
fac6_2023Feb14_p24,fac6,rawWW,mooreSw,,2023-02-13 08:30:00,2023-02-14 08:40:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-02-14
fac7_2023Feb14_p24,fac7,rawWW,mooreSw,,2023-02-13 12:10:00,2023-02-14 10:30:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-02-14
fac8_2023Feb14_p24,fac8,rawWW,mooreSw,,2023-02-13 12:15:00,2023-02-14 10:35:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-02-14
fac1b_2023Feb16_c19,fac1b,rawWW,cpTP24h,,2023-02-15 08:50:00,2023-02-16 07:50:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-02-16
fac1b_2023Feb22_c20,fac1b,rawWW,cpTP24h,,2023-02-21 09:10:00,2023-02-22 08:10:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-02-22
fac2b_2023Feb16_c14,fac2b,rawWW,cpTP24h,,2023-02-15 09:20:00,2023-02-16 08:20:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-02-16
fac2b_2023Feb22_c15,fac2b,rawWW,cpTP24h,,2023-02-21 09:30:00,2023-02-22 08:30:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-02-22
fac2b_2023Feb23_c7,fac2b,rawWW,cpTP24h,,2023-02-22 09:00:00,2023-02-23 08:00:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-02-23
fac5_2023Feb16_b12,fac5,rawWW,cpgrb,,2023-02-16 09:10:00,2023-02-16 10:05:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-02-16
fac5_2023Feb21_b12,fac5,rawWW,cpgrb,,2023-02-21 09:15:00,2023-02-21 10:10:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-02-21
fac5_2023Feb23_b12,fac5,rawWW,cpgrb,,2023-02-23 08:40:00,2023-02-23 09:35:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-02-23
fac9_2023Feb16_c24,fac9,rawWW,cpTP24h,,2023-02-15 09:30:00,2023-02-16 08:30:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-02-16
fac9_2023Feb22_c24,fac9,rawWW,cpTP24h,,2023-02-21 09:45:00,2023-02-22 08:45:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-02-22
fac2c_2023Feb16_p24,fac2c,rawWW,mooreSw,,2023-02-15 09:25:00,2023-02-16 09:45:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-02-16
fac2c_2023Feb22_p24,fac2c,rawWW,mooreSw,,2023-02-21 09:35:00,2023-02-22 09:05:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-02-22
fac2c_2023Feb23_p24,fac2c,rawWW,mooreSw,,2023-02-22 09:05:00,2023-02-23 09:35:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-02-23
fac3_2023Feb16_p24,fac3,rawWW,mooreSw,,2023-02-15 12:05:00,2023-02-16 12:50:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-02-16
fac3_2023Feb22_p24,fac3,rawWW,mooreSw,,2023-02-21 12:30:00,2023-02-22 12:15:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-02-22
fac4_2023Feb16_p24,fac4,rawWW,mooreSw,,2023-02-15 12:20:00,2023-02-16 01:30:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-02-16
fac4_2023Feb22_p24,fac4,rawWW,mooreSw,,2023-02-21 12:40:00,2023-02-22 12:30:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-02-22
fac5_2023Feb16_p24,fac5,rawWW,mooreSw,,2023-02-15 09:00:00,2023-02-16 09:10:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-02-16
fac6_2023Feb16_p24,fac6,rawWW,mooreSw,,2023-02-15 08:30:00,2023-02-16 08:30:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-02-16
fac6_2023Feb22_p24,fac6,rawWW,mooreSw,,2023-02-21 08:50:00,2023-02-22 08:20:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-02-22
fac6_2023Feb23_p24,fac6,rawWW,mooreSw,,2023-02-22 08:20:00,2023-02-23 08:35:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-02-23
fac7_2023Feb16_p24,fac7,rawWW,mooreSw,,2023-02-15 12:30:00,2023-02-16 01:40:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-02-16
fac7_2023Feb22_p24,fac7,rawWW,mooreSw,,2023-02-21 13:05:00,2023-02-22 12:40:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-02-22
fac7_2023Feb23_p24,fac7,rawWW,mooreSw,,2023-02-22 12:40:00,2023-02-23 12:55:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-02-23
fac8_2023Feb22_p24,fac8,rawWW,mooreSw,,2023-02-21 13:15:00,2023-02-22 12:45:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-02-22
fac8_2023Feb23_p24,fac8,rawWW,mooreSw,,2023-02-22 12:45:00,2023-02-23 13:05:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-02-23
fac1b_2023Feb23_c7,fac1b,rawWW,cpTP24h,,2023-02-22 08:40:00,2023-02-23 07:40:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-02-23
fac1b_2023Feb28_c14,fac1b,rawWW,cpTP24h,,2023-02-27 08:40:00,2023-02-28 07:40:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-02-28
fac2b_2023Feb28_g,fac2b,rawWW,grb,2023-02-28 10:20:00,,,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-02-28
fac5_2023Feb28_b12,fac5,rawWW,cpgrb,,2023-02-28 09:45:00,2023-02-28 10:40:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-02-28
fac9_2023Feb28_c24,fac9,rawWW,cpTP24h,,2023-02-27 09:30:00,2023-02-28 08:30:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-02-28
fac2c_2023Feb28_p24,fac2c,rawWW,mooreSw,,2023-02-27 09:20:00,2023-02-28 10:25:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-02-28
fac3_2023Feb28_p24,fac3,rawWW,mooreSw,,2023-02-27 11:40:00,2023-02-28 13:15:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-02-28
fac4_2023Feb28_p24,fac4,rawWW,mooreSw,,2023-02-27 12:00:00,2023-02-28 11:55:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-02-28
fac6_2023Feb28_p24,fac6,rawWW,mooreSw,,2023-02-27 08:25:00,2023-02-28 08:30:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-02-28
fac7_2023Feb28_p24,fac7,rawWW,mooreSw,,2023-02-27 12:10:00,2023-02-28 11:35:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-02-28
fac8_2023Feb28_p24,fac8,rawWW,mooreSw,,2023-02-27 12:15:00,2023-02-28 11:40:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-02-28
fac1b_2023Mar02_c22,fac1b,rawWW,cpTP24h,,2023-03-01 09:05:00,2023-03-02 08:05:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-03-02
fac5_2023Mar02_b12,fac5,rawWW,cpgrb,,2023-03-02 09:55:00,2023-03-02 10:50:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-03-02
fac9_2023Mar02_c24,fac9,rawWW,cpTP24h,,2023-03-01 09:50:00,2023-03-02 08:50:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-03-02
fac2c_2023Mar02_p24,fac2c,rawWW,mooreSw,,2023-03-01 09:35:00,2023-03-02 09:20:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-03-02
fac3_2023Mar02_p24,fac3,rawWW,mooreSw,,2023-03-01 12:30:00,2023-03-02 12:30:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-03-02
fac4_2023Mar02_p24,fac4,rawWW,mooreSw,,2023-03-01 12:40:00,2023-03-02 12:40:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-03-02
fac6_2023Mar02_p24,fac6,rawWW,mooreSw,,2023-03-01 08:50:00,2023-03-02 08:25:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-03-02
fac7_2023Mar02_p24,fac7,rawWW,mooreSw,,2023-03-01 12:45:00,2023-03-02 12:45:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-03-02
fac8_2023Mar02_p24,fac8,rawWW,mooreSw,,2023-03-01 12:50:00,2023-03-02 12:50:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-03-02
fac1b_2023Mar07_c19,fac1b,rawWW,cpTP24h,,2023-03-06 09:10:00,2023-03-07 08:10:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-03-07
fac2b_2023Mar07_c4,fac2b,rawWW,cpTP24h,,2023-03-06 09:50:00,2023-03-07 08:50:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-03-07
fac5_2023Mar07_b12,fac5,rawWW,cpgrb,,2023-03-07 10:20:00,2023-03-07 11:15:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-03-07
fac9_2023Mar07_c24,fac9,rawWW,cpTP24h,,2023-03-06 09:30:00,2023-03-07 08:30:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-03-07
fac2c_2023Mar07_p24,fac2c,rawWW,mooreSw,,2023-03-06 09:45:00,2023-03-07 09:40:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-03-07
fac4_2023Mar07_p24,fac4,rawWW,mooreSw,,2023-03-06 12:20:00,2023-03-07 11:45:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-03-07
fac6_2023Mar07_p24,fac6,rawWW,mooreSw,,2023-03-06 08:50:00,2023-03-07 08:45:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-03-07
fac7_2023Mar07_p24,fac7,rawWW,mooreSw,,2023-03-06 12:30:00,2023-03-07 12:00:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-03-07
fac1b_2023Mar09_c12,fac1b,rawWW,cpTP24h,,2023-03-08 09:00:00,2023-03-09 08:00:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-03-09
fac2b_2023Mar09_c24,fac2b,rawWW,cpTP24h,,2023-03-08 09:30:00,2023-03-09 08:30:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-03-09
fac5_2023Mar09_b12,fac5,rawWW,cpgrb,,2023-03-09 09:25:00,2023-03-09 10:20:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-03-09
fac9_2023Mar09_g,fac9,rawWW,grb,2023-03-09 09:35:00,,,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-03-09
fac2c_2023Mar09_p24,fac2c,rawWW,mooreSw,,2023-03-08 09:35:00,2023-03-09 09:25:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-03-09
fac4_2023Mar09_p24,fac4,rawWW,mooreSw,,2023-03-08 12:45:00,2023-03-09 12:40:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-03-09
fac5_2023Mar09_p24,fac5,rawWW,mooreSw,,2023-03-08 09:30:00,2023-03-09 09:25:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-03-09
fac6_2023Mar09_p24,fac6,rawWW,mooreSw,,2023-03-08 08:40:00,2023-03-09 08:30:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-03-09
fac7_2023Mar09_p24,fac7,rawWW,mooreSw,,2023-03-08 12:50:00,2023-03-09 12:50:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-03-09
fac8_2023Mar09_p24,fac8,rawWW,mooreSw,,2023-03-08 12:55:00,2023-03-09 12:55:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-03-09
fac9_2023Mar14_c24,fac9,rawWW,cpTP24h,,2023-03-13 09:30:00,2023-03-14 08:30:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-03-14
fac3_2023Mar14_p24,fac3,rawWW,mooreSw,,2023-03-13 11:55:00,2023-03-14 12:40:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-03-14
fac7_2023Mar14_p24,fac7,rawWW,mooreSw,,2023-03-13 12:10:00,2023-03-14 11:45:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-03-14
fac8_2023Mar14_p24,fac8,rawWW,mooreSw,,2023-03-13 12:15:00,2023-03-14 11:55:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-03-14
fac1b_2023Mar14_c22,fac1b,rawWW,cpTP24h,,2023-03-13 08:50:00,2023-03-14 07:50:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-03-14
fac1b_2023Mar16_c23,fac1b,rawWW,cpTP24h,,2023-03-15 09:05:00,2023-03-16 08:05:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-03-16
fac2b_2023Mar16_c24,fac2b,rawWW,cpTP24h,,2023-03-15 09:30:00,2023-03-16 08:30:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-03-16
fac5_2023Mar16_b12,fac5,rawWW,cpgrb,,2023-03-16 09:35:00,2023-03-16 10:30:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-03-16
fac9_2023Mar16_c24,fac9,rawWW,cpTP24h,,2023-03-15 09:40:00,2023-03-16 08:40:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-03-16
fac3_2023Mar16_p24,fac3,rawWW,mooreSw,,2023-03-15 12:45:00,2023-03-16 12:00:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-03-16
fac5_2023Mar16_p24,fac5,rawWW,mooreSw,,2023-03-15 09:40:00,2023-03-16 09:35:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-03-16
fac6_2023Mar16_p24,fac6,rawWW,mooreSw,,2023-03-15 08:45:00,2023-03-16 08:30:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-03-16
fac7_2023Mar16_p24,fac7,rawWW,mooreSw,,2023-03-15 13:10:00,2023-03-16 12:25:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-03-16
fac8_2023Mar16_p24,fac8,rawWW,mooreSw,,2023-03-15 13:15:00,2023-03-16 12:30:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-03-16
fac1b_2023Mar21_c13,fac1b,rawWW,cpTP24h,,2023-03-20 09:00:00,2023-03-21 08:00:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-03-21
fac1b_2023Mar23_c23,fac1b,rawWW,cpTP24h,,2023-03-22 09:10:00,2023-03-23 08:10:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-03-23
fac2b_2023Mar21_c18,fac2b,rawWW,cpTP24h,,2023-03-20 09:30:00,2023-03-21 08:30:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-03-21
fac2b_2023Mar23_c5,fac2b,rawWW,cpTP24h,,2023-03-22 09:40:00,2023-03-23 08:40:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-03-23
fac5_2023Mar23_b12,fac5,rawWW,cpgrb,,2023-03-22 09:45:00,2023-03-23 09:45:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-03-23
fac9_2023Mar21_c24,fac9,rawWW,cpTP24h,,2023-03-20 09:35:00,2023-03-21 08:35:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-03-21
fac9_2023Mar23_c24,fac9,rawWW,cpTP24h,,2023-03-22 10:15:00,2023-03-23 09:15:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-03-23
fac2c_2023Mar23_p24,fac2c,rawWW,mooreSw,,2023-03-22 09:50:00,2023-03-23 09:40:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-03-23
fac3_2023Mar21_p24,fac3,rawWW,mooreSw,,2023-03-20 11:40:00,2023-03-21 12:30:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-03-21
fac3_2023Mar23_p24,fac3,rawWW,mooreSw,,2023-03-22 12:25:00,2023-03-23 12:45:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-03-23
fac4_2023Mar21_p24,fac4,rawWW,mooreSw,,2023-03-20 11:50:00,2023-03-21 12:05:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-03-21
fac4_2023Mar23_p24,fac4,rawWW,mooreSw,,2023-03-22 12:35:00,2023-03-23 12:55:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-03-23
fac5_2023Mar21_p24,fac5,rawWW,mooreSw,,2023-03-20 09:30:00,2023-03-21 10:00:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-03-21
fac6_2023Mar21_p24,fac6,rawWW,mooreSw,,2023-03-20 08:45:00,2023-03-21 09:00:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-03-21
fac8_2023Mar21_p24,fac8,rawWW,mooreSw,,2023-03-20 12:05:00,2023-03-21 11:55:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-03-21
fac1b_2023Mar28_c22,fac1b,rawWW,cpTP24h,,2023-03-27 08:45:00,2023-03-28 07:45:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-03-28
fac2b_2023Mar14_c23,fac2b,rawWW,cpTP24h,,2023-03-13 09:15:00,2023-03-14 08:15:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-03-14
fac2b_2023Mar28_c11,fac2b,rawWW,cpTP24h,,2023-03-27 09:10:00,2023-03-28 08:10:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-03-28
fac5_2023Mar28_b12,fac5,rawWW,cpgrb,,2023-03-28 09:50:00,2023-03-28 10:45:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-03-28
fac9_2023Mar28_c24,fac9,rawWW,cpTP24h,,2023-03-27 09:30:00,2023-03-28 08:30:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-03-28
fac3_2023Mar28_p24,fac3,rawWW,mooreSw,,2023-03-27 11:30:00,2023-03-28 12:45:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-03-28
fac5_2023Mar28_p24,fac5,rawWW,mooreSw,,2023-03-27 09:55:00,2023-03-28 09:50:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-03-28
fac6_2023Mar23_p24,fac6,rawWW,mooreSw,,2023-03-22 08:45:00,2023-03-23 08:45:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-03-23
fac6_2023Mar28_p24,fac6,rawWW,mooreSw,,2023-03-27 08:20:00,2023-03-28 08:40:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-03-28
fac1b_2023Mar30_c19,fac1b,rawWW,cpTP24h,,2023-03-29 09:15:00,2023-03-30 08:15:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-03-30
fac2b_2023Mar30_c8,fac2b,rawWW,cpTP24h,,2023-03-29 09:40:00,2023-03-30 08:40:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-03-30
fac5_2023Mar30_b12,fac5,rawWW,cpgrb,,2023-03-30 10:50:00,2023-03-30 11:45:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-03-30
fac9_2023Mar30_c24,fac9,rawWW,cpTP24h,,2023-03-29 10:00:00,2023-03-30 09:00:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-03-30
fac2c_2023Mar30_p24,fac2c,rawWW,mooreSw,,2023-03-29 09:45:00,2023-03-30 09:25:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-03-30
fac3_2023Mar30_p24,fac3,rawWW,mooreSw,,2023-03-29 12:20:00,2023-03-30 12:35:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-03-30
fac4_2023Mar30_p24,fac4,rawWW,mooreSw,,2023-03-29 12:30:00,2023-03-30 12:45:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-03-30
fac5_2023Mar30_p24,fac5,rawWW,mooreSw,,2023-03-29 11:00:00,2023-03-30 10:50:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-03-30
fac6_2023Mar30_p24,fac6,rawWW,mooreSw,,2023-03-29 09:00:00,2023-03-30 08:45:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-03-30
fac7_2023Mar28_p24,fac7,rawWW,mooreSw,,2023-03-27 11:50:00,2023-03-28 12:25:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-03-28
fac8_2023Mar23_p24,fac8,rawWW,mooreSw,,2023-03-22 12:50:00,2023-03-23 13:05:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-03-23
fac2c_2023Mar28_p24,fac2c,rawWW,mooreSw,,2023-03-27 09:15:00,2023-03-28 09:40:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-03-28
fac6_2023Mar14_p24,fac6,rawWW,mooreSw,,2023-03-13 08:30:00,2023-03-14 08:40:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-03-14
fac7_2023Mar21_p24,fac7,rawWW,mooreSw,,2023-03-20 11:55:00,2023-03-21 11:50:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-03-21
fac7_2023Mar30_p24,fac7,rawWW,mooreSw,,2023-03-29 12:35:00,2023-03-30 12:50:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-03-30
fac8_2023Mar28_p24,fac8,rawWW,mooreSw,,2023-03-27 11:55:00,2023-03-28 12:30:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2023-03-28
hum_raw_03jan2021_c24,hr,rawWW,cpTP24h,,2021-01-03 00:05:00,2021-01-04 00:00:00,1.0,4,Yes,Samples shipped from WWTP to Toronto Water Lab on ice. Field staff picks up from Toronto Water Lab and delivers to Ryerson Lab.,2021-01-04
hum_raw_04jan2021_c24,hr,rawWW,cpTP24h,,2021-01-04 00:05:00,2021-01-05 00:00:00,1.0,4,Yes,Samples shipped from WWTP to Toronto Water Lab on ice. Field staff picks up from Toronto Water Lab and delivers to Ryerson Lab.,2021-01-05
hum_raw_06jan2021_c24,hr,rawWW,cpTP24h,,2021-01-06 00:05:00,2021-01-07 00:00:00,1.0,4,Yes,Samples shipped from WWTP to Toronto Water Lab on ice. Field staff picks up from Toronto Water Lab and delivers to Ryerson Lab.,2021-01-07
hum_raw_10jan2021_c24,hr,rawWW,cpTP24h,,2021-01-10 00:05:00,2021-01-11 00:00:00,1.0,4,Yes,Samples shipped from WWTP to Toronto Water Lab on ice. Field staff picks up from Toronto Water Lab and delivers to Ryerson Lab.,2021-01-11
