sampleID,siteID,type,collection,dateTime,dateTimeStart,dateTimeEnd,sizeL,fieldSampleTempC,shippedOnIce,notes,sampleDate
fac3_2022Sep08_p24,fac3,rawWW,mooreSw,,2022-09-07 12:30:00,2022-09-08 12:20:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-09-08
fac4_2022Sep07_p24,fac4,rawWW,mooreSw,,2022-09-06 11:30:00,2022-09-07 12:50:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-09-07
fac4_2022Sep08_p24,fac4,rawWW,mooreSw,,2022-09-07 12:50:00,2022-09-08 12:35:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-09-08
fac5_2022Sep08_p48,fac5,rawWW,mooreSw,,2022-09-06 10:30:00,2022-09-08 09:20:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-09-08
fac6_2022Sep07_p24,fac6,rawWW,mooreSw,,2022-09-06 08:25:00,2022-09-07 08:35:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-09-07
fac6_2022Sep08_p24,fac6,rawWW,mooreSw,,2022-09-07 08:35:00,2022-09-08 08:25:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-09-08
fac7_2022Sep07_p24,fac7,rawWW,mooreSw,,2022-09-06 11:35:00,2022-09-07 12:50:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-09-07
fac7_2022Sep08_p24,fac7,rawWW,mooreSw,,2022-09-07 12:55:00,2022-09-08 12:45:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-09-08
fac8_2022Sep07_p24,fac8,rawWW,mooreSw,,2022-09-06 11:40:00,2022-09-07 01:05:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-09-07
fac1b_2022Sep13_c24,fac1b,rawWW,cpTP24h,,2022-09-12 09:00:00,2022-09-13 08:00:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-09-13
fac5_2022Sep13_b6,fac5,rawWW,cpgrb,,2022-09-13 09:45:00,2022-09-13 10:10:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-09-13
fac2c_2022Sep13_p24,fac2c,rawWW,mooreSw,,2022-09-12 09:40:00,2022-09-13 09:30:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-09-13
fac3_2022Sep13_p24,fac3,rawWW,mooreSw,,2022-09-12 12:15:00,2022-09-13 12:40:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-09-13
fac4_2022Sep13_p24,fac4,rawWW,mooreSw,,2022-09-12 12:30:00,2022-09-13 12:55:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-09-13
fac6_2022Sep13_p24,fac6,rawWW,mooreSw,,2022-09-12 08:35:00,2022-09-13 08:35:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-09-13
fac7_2022Sep13_p24,fac7,rawWW,mooreSw,,2022-09-12 12:40:00,2022-09-13 13:05:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-09-13
fac8_2022Sep08_p24,fac8,rawWW,mooreSw,,2022-09-07 01:05:00,2022-09-08 12:50:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-09-08
fac8_2022Sep13_p24,fac8,rawWW,mooreSw,,2022-09-12 12:50:00,2022-09-13 12:15:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-09-13
fac1b_2022Sep15_c24,fac1b,rawWW,cpTP24h,,2022-09-14 08:45:00,2022-09-15 07:45:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-09-15
fac2b_2022Sep15_c20,fac2b,rawWW,cpTP24h,,2022-09-14 09:20:00,2022-09-15 08:20:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-09-15
fac5_2022Sep15_b6,fac5,rawWW,cpgrb,,2022-09-15 10:00:00,2022-09-15 10:30:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-09-15
fac2c_2022Sep15_p24,fac2c,rawWW,mooreSw,,2022-09-14 09:15:00,2022-09-15 08:15:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-09-15
fac3_2022Sep15_p24,fac3,rawWW,mooreSw,,2022-09-14 01:42:00,2022-09-15 12:42:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-09-15
fac4_2022Sep15_p24,fac4,rawWW,mooreSw,,2022-09-14 02:00:00,2022-09-15 01:00:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-09-15
fac5_2022Sep15_p48,fac5,rawWW,mooreSw,,2022-09-13 10:10:00,2022-09-15 10:00:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-09-15
fac6_2022Sep15_p24,fac6,rawWW,mooreSw,,2022-09-14 08:25:00,2022-09-15 07:25:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-09-15
fac7_2022Sep15_p24,fac7,rawWW,mooreSw,,2022-09-14 02:05:00,2022-09-15 01:05:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-09-15
fac8_2022Sep15_p24,fac8,rawWW,mooreSw,,2022-09-14 02:10:00,2022-09-15 01:10:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-09-15
fac1b_2022Sep20_c20,fac1b,rawWW,cpTP24h,,2022-09-19 08:45:00,2022-09-20 07:45:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-09-20
fac2b_2022Sep20_c19,fac2b,rawWW,cpTP24h,,2022-09-19 09:10:00,2022-09-20 08:10:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-09-20
fac5_2022Sep20_b6,fac5,rawWW,cpgrb,,2022-09-20 09:30:00,2022-09-20 09:55:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-09-20
fac2c_2022Sep20_p24,fac2c,rawWW,mooreSw,,2022-09-19 09:15:00,2022-09-20 09:30:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-09-20
fac3_2022Sep20_p24,fac3,rawWW,mooreSw,,2022-09-19 11:55:00,2022-09-20 13:30:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-09-20
fac4_2022Sep20_p24,fac4,rawWW,mooreSw,,2022-09-19 12:15:00,2022-09-20 13:45:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-09-20
fac6_2022Sep20_p24,fac6,rawWW,mooreSw,,2022-09-19 08:25:00,2022-09-20 08:30:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-09-20
fac7_2022Sep20_p24,fac7,rawWW,mooreSw,,2022-09-19 12:22:00,2022-09-20 13:55:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-09-20
fac8_2022Sep20_p24,fac8,rawWW,mooreSw,,2022-09-19 12:28:00,2022-09-20 14:05:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-09-20
fac1b_2022Sep22_c24,fac1b,rawWW,cpTP24h,,2022-09-21 09:25:00,2022-09-22 08:25:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-09-22
fac2b_2022Sep22_c18,fac2b,rawWW,cpTP24h,,2022-09-21 09:50:00,2022-09-22 08:50:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-09-22
fac5_2022Sep22_b6,fac5,rawWW,cpgrb,,2022-09-22 09:15:00,2022-09-22 09:40:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-09-22
fac2c_2022Sep22_p24,fac2c,rawWW,mooreSw,,2022-09-21 09:55:00,2022-09-22 09:20:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-09-22
fac3_2022Sep22_p24,fac3,rawWW,mooreSw,,2022-09-21 12:45:00,2022-09-22 12:45:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-09-22
fac4_2022Sep22_p24,fac4,rawWW,mooreSw,,2022-09-21 13:00:00,2022-09-22 12:55:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-09-22
fac5_2022Sep22_p48,fac5,rawWW,mooreSw,,2022-09-20 09:55:00,2022-09-22 09:10:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-09-22
fac6_2022Sep22_p24,fac6,rawWW,mooreSw,,2022-09-21 09:10:00,2022-09-22 08:30:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-09-22
fac7_2022Sep22_p24,fac7,rawWW,mooreSw,,2022-09-21 13:05:00,2022-09-22 01:05:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-09-22
fac8_2022Sep22_p24,fac8,rawWW,mooreSw,,2022-09-21 13:10:00,2022-09-22 01:10:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-09-22
fac1b_2022Sep27_c17,fac1b,rawWW,cpTP24h,,2022-09-26 08:40:00,2022-09-27 07:40:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-09-27
fac2b_2022Sep27_c22,fac2b,rawWW,cpTP24h,,2022-09-26 09:10:00,2022-09-27 08:10:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-09-27
fac5_2022Sep27_b6,fac5,rawWW,cpgrb,,2022-09-27 09:15:00,2022-09-27 09:40:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-09-27
fac2c_2022Sep27_p24,fac2c,rawWW,mooreSw,,2022-09-26 09:05:00,2022-09-27 09:20:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-09-27
fac3_2022Sep27_p24,fac3,rawWW,mooreSw,,2022-09-26 11:45:00,2022-09-27 13:30:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-09-27
fac4_2022Sep27_p24,fac4,rawWW,mooreSw,,2022-09-26 11:55:00,2022-09-27 13:45:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-09-27
fac6_2022Sep27_p24,fac6,rawWW,mooreSw,,2022-09-26 08:20:00,2022-09-27 08:30:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-09-27
fac7_2022Sep27_p24,fac7,rawWW,mooreSw,,2022-09-26 12:05:00,2022-09-27 13:55:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-09-27
fac8_2022Sep27_p24,fac8,rawWW,mooreSw,,2022-09-26 12:15:00,2022-09-27 14:05:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-09-27
fac1b_2022Sep29_c14,fac1b,rawWW,cpTP24h,,2022-09-28 08:35:00,2022-09-29 00:00:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-09-29
fac2b_2022Sep29_c10,fac2b,rawWW,cpTP24h,,2022-09-28 09:30:00,2022-09-29 00:00:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-09-29
fac5_2022Sep29_b6,fac5,rawWW,cpgrb,,2022-09-29 10:15:00,2022-09-29 10:40:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-09-29
fac2c_2022Sep29_p24,fac2c,rawWW,mooreSw,,2022-09-28 09:25:00,2022-09-29 00:00:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-09-29
fac4_2022Sep29_p24,fac4,rawWW,mooreSw,,2022-09-28 13:45:00,2022-09-29 00:00:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-09-29
fac5_2022Sep29_p48,fac5,rawWW,mooreSw,,2022-09-27 09:40:00,2022-09-29 10:10:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-09-29
fac6_2022Sep29_p24,fac6,rawWW,mooreSw,,2022-09-28 09:25:00,2022-09-29 00:00:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-09-29
fac7_2022Sep29_p24,fac7,rawWW,mooreSw,,2022-09-28 13:55:00,2022-09-29 00:00:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-09-29
fac8_2022Sep29_p24,fac8,rawWW,mooreSw,,2022-09-28 13:35:00,2022-09-29 00:00:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-09-29
fac1b_2022Oct04_c13,fac1b,rawWW,cpTP24h,,2022-10-03 08:50:00,2022-10-04 07:50:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-10-04
fac2b_2022Oct04_c22,fac2b,rawWW,cpTP24h,,2022-10-03 09:30:00,2022-10-04 08:30:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-10-04
fac5_2022Oct04_b6,fac5,rawWW,cpgrb,,2022-10-04 10:00:00,2022-10-04 10:25:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-10-04
fac2c_2022Oct04_p24,fac2c,rawWW,mooreSw,,2022-10-03 09:25:00,2022-10-04 09:30:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-10-04
fac3_2022Oct04_p24,fac3,rawWW,mooreSw,,2022-10-03 12:30:00,2022-10-04 12:50:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-10-04
fac4_2022Oct04_p24,fac4,rawWW,mooreSw,,2022-10-03 12:45:00,2022-10-04 13:00:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-10-04
fac8_2022Oct04_p24,fac8,rawWW,mooreSw,,2022-10-03 12:55:00,2022-10-04 13:20:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-10-04
fac1b_2022Oct06_c11,fac1b,rawWW,cpTP24h,,2022-10-05 08:45:00,2022-10-06 07:45:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-10-06
fac2b_2022Oct06_c7,fac2b,rawWW,cpTP24h,,2022-10-05 09:20:00,2022-10-06 07:40:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-10-06
fac5_2022Oct06_b6,fac5,rawWW,cpgrb,,2022-10-06 10:00:00,2022-10-06 10:25:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-10-06
fac2c_2022Oct06_p24,fac2c,rawWW,mooreSw,,2022-10-05 09:25:00,2022-10-06 09:30:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-10-06
fac3_2022Oct06_p24,fac3,rawWW,mooreSw,,2022-10-05 12:36:00,2022-10-06 13:00:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-10-06
fac4_2022Oct06_p24,fac4,rawWW,mooreSw,,2022-10-05 12:45:00,2022-10-06 13:20:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-10-06
fac5_2022Oct06_p48,fac5,rawWW,mooreSw,,2022-10-04 10:25:00,2022-10-06 10:25:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-10-06
fac6_2022Oct04_p24,fac6,rawWW,mooreSw,,2022-10-03 08:35:00,2022-10-04 08:25:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-10-04
fac6_2022Oct06_p24,fac6,rawWW,mooreSw,,2022-10-05 08:20:00,2022-10-06 08:25:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-10-06
fac7_2022Oct06_p24,fac7,rawWW,mooreSw,,2022-10-05 12:55:00,2022-10-06 13:30:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-10-06
fac8_2022Oct06_p24,fac8,rawWW,mooreSw,,2022-10-05 13:00:00,2022-10-06 13:35:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-10-06
fac1b_2022Oct12_c16,fac1b,rawWW,cpTP24h,,2022-10-11 08:40:00,2022-10-12 07:40:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-10-12
fac2b_2022Oct12_g,fac2b,rawWW,grb,2022-10-12 09:30:00,,,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-10-12
fac5_2022Oct11_b6,fac5,rawWW,cpgrb,,2022-10-11 09:30:00,2022-10-11 09:55:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-10-11
fac2c_2022Oct12_p24,fac2c,rawWW,mooreSw,,2022-10-11 09:25:00,2022-10-12 09:35:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-10-12
fac3_2022Oct12_p24,fac3,rawWW,mooreSw,,2022-10-11 12:25:00,2022-10-12 12:55:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-10-12
fac4_2022Oct12_p24,fac4,rawWW,mooreSw,,2022-10-11 12:45:00,2022-10-12 13:15:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-10-12
fac6_2022Oct12_p24,fac6,rawWW,mooreSw,,2022-10-11 08:30:00,2022-10-12 08:30:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-10-12
fac7_2022Oct12_p24,fac7,rawWW,mooreSw,,2022-10-11 12:50:00,2022-10-12 13:25:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-10-12
fac1b_2022Oct13_c24,fac1b,rawWW,cpTP24h,,2022-10-12 08:55:00,2022-10-13 07:55:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-10-13
fac2b_2022Oct13_c24,fac2b,rawWW,cpTP24h,,2022-10-12 09:30:00,2022-10-13 08:30:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-10-13
fac5_2022Oct13_b6,fac5,rawWW,cpgrb,,2022-10-13 07:30:00,2022-10-13 08:00:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-10-13
fac2c_2022Oct13_p24,fac2c,rawWW,mooreSw,,2022-10-12 09:35:00,2022-10-13 09:35:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-10-13
fac3_2022Oct13_p24,fac3,rawWW,mooreSw,,2022-10-12 12:55:00,2022-10-13 13:15:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-10-13
fac5_2022Oct13_p48,fac5,rawWW,mooreSw,,2022-10-11 10:00:00,2022-10-13 08:00:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-10-13
fac6_2022Oct13_p24,fac6,rawWW,mooreSw,,2022-10-12 08:30:00,2022-10-13 08:30:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-10-13
fac7_2022Oct13_p24,fac7,rawWW,mooreSw,,2022-10-12 13:25:00,2022-10-13 13:50:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-10-13
fac8_2022Oct12_p24,fac8,rawWW,mooreSw,,2022-10-11 12:55:00,2022-10-12 13:30:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-10-12
fac8_2022Oct13_p24,fac8,rawWW,mooreSw,,2022-10-12 13:30:00,2022-10-13 13:55:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-10-13
fac2b_2022Oct18_c24,fac2b,rawWW,cpTP24h,,2022-10-17 09:20:00,2022-10-18 08:20:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-10-18
fac5_2022Oct18_b6,fac5,rawWW,cpgrb,,2022-10-18 08:45:00,2022-10-18 09:10:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-10-18
fac2c_2022Oct18_p24,fac2c,rawWW,mooreSw,,2022-10-17 09:15:00,2022-10-18 09:35:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-10-18
fac3_2022Oct18_p24,fac3,rawWW,mooreSw,,2022-10-17 12:10:00,2022-10-18 13:45:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-10-18
fac4_2022Oct13_p24,fac4,rawWW,mooreSw,,2022-10-12 13:15:00,2022-10-13 13:45:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-10-13
fac6_2022Oct18_p24,fac6,rawWW,mooreSw,,2022-10-17 08:20:00,2022-10-18 08:30:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-10-18
fac7_2022Oct18_p24,fac7,rawWW,mooreSw,,2022-10-17 12:40:00,2022-10-18 14:10:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-10-18
fac8_2022Oct18_p24,fac8,rawWW,mooreSw,,2022-10-17 12:50:00,2022-10-18 14:20:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-10-18
fac1b_2022Oct20_c12,fac1b,rawWW,cpTP24h,,2022-10-19 08:45:00,2022-10-20 07:45:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-10-20
fac2b_2022Oct20_c24,fac2b,rawWW,cpTP24h,,2022-10-19 09:15:00,2022-10-20 08:15:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-10-20
fac2c_2022Oct20_p24,fac2c,rawWW,mooreSw,,2022-10-19 09:20:00,2022-10-20 09:35:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-10-20
fac6_2022Oct20_p24,fac6,rawWW,mooreSw,,2022-10-19 08:25:00,2022-10-20 08:35:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-10-20
fac7_2022Oct20_p24,fac7,rawWW,mooreSw,,2022-10-19 12:40:00,2022-10-20 12:40:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-10-20
fac2b_2022Oct25_c21,fac2b,rawWW,cpTP24h,,2022-10-24 09:05:00,2022-10-25 08:05:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-10-25
fac2c_2022Oct25_p24,fac2c,rawWW,mooreSw,,2022-10-24 09:10:00,2022-10-25 09:25:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-10-25
fac3_2022Oct20_p24,fac3,rawWW,mooreSw,,2022-10-19 12:15:00,2022-10-20 12:20:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-10-20
fac3_2022Oct25_p24,fac3,rawWW,mooreSw,,2022-10-24 11:50:00,2022-10-25 12:20:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-10-25
fac6_2022Oct25_p24,fac6,rawWW,mooreSw,,2022-10-24 08:20:00,2022-10-25 08:25:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-10-25
fac7_2022Oct25_p24,fac7,rawWW,mooreSw,,2022-10-24 12:10:00,2022-10-25 12:40:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-10-25
fac8_2022Oct25_p24,fac8,rawWW,mooreSw,,2022-10-24 12:20:00,2022-10-25 12:50:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-10-25
fac2b_2022Oct27_g,fac2b,rawWW,grb,2022-10-27 09:10:00,,,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-10-27
fac2c_2022Oct27_p24,fac2c,rawWW,mooreSw,,2022-10-26 09:15:00,2022-10-27 09:15:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-10-27
fac3_2022Oct27_p24,fac3,rawWW,mooreSw,,2022-10-26 12:30:00,2022-10-27 13:20:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-10-27
fac4_2022Oct27_p24,fac4,rawWW,mooreSw,,2022-10-26 12:50:00,2022-10-27 13:35:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-10-27
fac5_2022Oct27_p48,fac5,rawWW,mooreSw,,2022-10-25 10:00:00,2022-10-27 09:40:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-10-27
fac6_2022Oct27_p24,fac6,rawWW,mooreSw,,2022-10-26 08:20:00,2022-10-27 08:25:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-10-27
fac7_2022Oct27_p24,fac7,rawWW,mooreSw,,2022-10-26 13:00:00,2022-10-27 13:40:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-10-27
fac8_2022Oct27_p24,fac8,rawWW,mooreSw,,2022-10-26 13:15:00,2022-10-27 13:45:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-10-27
fac1b_2022Oct27_c24,fac1b,rawWW,cpTP24h,,2022-10-26 08:40:00,2022-10-27 07:40:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-10-27
fac2b_2022Nov01_c24,fac2b,rawWW,cpTP24h,,2022-10-31 09:15:00,2022-11-01 08:15:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-11-01
fac2c_2022Nov01_p24,fac2c,rawWW,mooreSw,,2022-10-31 09:20:00,2022-11-01 09:25:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-11-01
fac3_2022Nov01_p24,fac3,rawWW,mooreSw,,2022-10-31 12:00:00,2022-11-01 12:40:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-11-01
fac6_2022Nov01_p24,fac6,rawWW,mooreSw,,2022-10-31 08:20:00,2022-11-01 08:30:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-11-01
fac7_2022Nov01_p24,fac7,rawWW,mooreSw,,2022-10-31 12:20:00,2022-11-01 13:10:00,,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-11-01
fac1b_2022Nov03_c5,fac1b,rawWW,cpTP24h,,2022-11-02 09:05:00,2022-11-03 08:05:00,1.0,4,Yes,Samples collected at ambient temperature and shipped to Ryerson lab same day on ice.,2022-11-03
