uWwMeasureID,sampleID,labID,assayMethodID,instrumentID,reporterID,analysisDate,reportDate,fractionAnalyzed,type,typeOther,unit,unitOther,index,value,qualityFlag,CF,ESV,notes
1681_TPKAP220221_2_covN1_3_2022-02-25,TPKAP220221_2,Ybazeta,N1_qPCR_Assay,HSNRI_qPCR_2,Jknockleby,2022-02-25,2022-02-25,solid,covN1,,gcL,,3,32050.27123606,,276.9230769,1.384615385,
1682_TPKAP220221_2_covN2_1_2022-02-25,TPKAP220221_2,Ybazeta,N2_qPCR_Assay,HSNRI_qPCR_1,Jknockleby,2022-02-25,2022-02-25,solid,covN2,,gcL,,1,28692.148145664,,276.9230769,1.384615385,
1683_TPKAP220221_2_covN2_2_2022-02-25,TPKAP220221_2,Ybazeta,N2_qPCR_Assay,HSNRI_qPCR_1,Jknockleby,2022-02-25,2022-02-25,solid,covN2,,gcL,,2,30019.1263113068,,276.9230769,1.384615385,
1684_TPKAP220221_2_covN2_3_2022-02-25,TPKAP220221_2,Ybazeta,N2_qPCR_Assay,HSNRI_qPCR_1,Jknockleby,2022-02-25,2022-02-25,solid,covN2,,gcL,,3,26847.1135785113,,276.9230769,1.384615385,
1685_TPKAP220221_2_nPMMoV_1_2022-02-25,TPKAP220221_2,Ybazeta,PMMoV_qPCR_Assay,HSNRI_qPCR_2,Jknockleby,2022-02-25,2022-02-25,solid,nPMMoV,,gcL,,1,4255373.88373208,,276.9230769,1.384615385,
1686_TPKAP220221_2_nPMMoV_2_2022-02-25,TPKAP220221_2,Ybazeta,PMMoV_qPCR_Assay,HSNRI_qPCR_2,Jknockleby,2022-02-25,2022-02-25,solid,nPMMoV,,gcL,,2,4855667.97526149,,276.9230769,1.384615385,
1687_TPKAP220221_2_nPMMoV_3_2022-02-25,TPKAP220221_2,Ybazeta,PMMoV_qPCR_Assay,HSNRI_qPCR_2,Jknockleby,2022-02-25,2022-02-25,solid,nPMMoV,,gcL,,3,5532071.17689353,,276.9230769,1.384615385,
1688_TPKAP220301_1_covN1_1_2022-03-03,TPKAP220301_1,Ybazeta,N1_qPCR_Assay,HSNRI_qPCR_2,Jknockleby,2022-03-03,2022-03-03,solid,covN1,,gcL,,1,159899.2728578,,276.9230769,1.384615385,
1689_TPKAP220301_1_covN1_2_2022-03-03,TPKAP220301_1,Ybazeta,N1_qPCR_Assay,HSNRI_qPCR_2,Jknockleby,2022-03-03,2022-03-03,solid,covN1,,gcL,,2,149038.20652532,,276.9230769,1.384615385,
1690_TPKAP220301_1_covN1_3_2022-03-03,TPKAP220301_1,Ybazeta,N1_qPCR_Assay,HSNRI_qPCR_2,Jknockleby,2022-03-03,2022-03-03,solid,covN1,,gcL,,3,142740.79005242,,276.9230769,1.384615385,
1691_TPKAP220301_1_covN2_1_2022-03-03,TPKAP220301_1,Ybazeta,N2_qPCR_Assay,HSNRI_qPCR_1,Jknockleby,2022-03-03,2022-03-03,solid,covN2,,gcL,,1,175859.823636377,,276.9230769,1.384615385,
1692_TPKAP220301_1_covN2_2_2022-03-03,TPKAP220301_1,Ybazeta,N2_qPCR_Assay,HSNRI_qPCR_1,Jknockleby,2022-03-03,2022-03-03,solid,covN2,,gcL,,2,169999.705580801,,276.9230769,1.384615385,
1693_TPKAP220301_1_covN2_3_2022-03-03,TPKAP220301_1,Ybazeta,N2_qPCR_Assay,HSNRI_qPCR_1,Jknockleby,2022-03-03,2022-03-03,solid,covN2,,gcL,,3,168995.282600885,,276.9230769,1.384615385,
1694_TPKAP220301_1_nPMMoV_1_2022-03-03,TPKAP220301_1,Ybazeta,PMMoV_qPCR_Assay,HSNRI_qPCR_2,Jknockleby,2022-03-03,2022-03-03,solid,nPMMoV,,gcL,,1,6036507.39526131,,276.9230769,1.384615385,
1695_TPKAP220301_1_nPMMoV_2_2022-03-03,TPKAP220301_1,Ybazeta,PMMoV_qPCR_Assay,HSNRI_qPCR_2,Jknockleby,2022-03-03,2022-03-03,solid,nPMMoV,,gcL,,2,7825267.98777807,,276.9230769,1.384615385,
1696_TPKAP220301_1_nPMMoV_3_2022-03-03,TPKAP220301_1,Ybazeta,PMMoV_qPCR_Assay,HSNRI_qPCR_2,Jknockleby,2022-03-03,2022-03-03,solid,nPMMoV,,gcL,,3,8211619.86533476,,276.9230769,1.384615385,
1697_TPKAP220308_1_covN1_1_2022-03-11,TPKAP220308_1,Ybazeta,N1_qPCR_Assay,HSNRI_qPCR_2,Jknockleby,2022-03-11,2022-03-11,solid,covN1,,gcL,,1,20146.388269,,276.9230769,1.384615385,
1698_TPKAP220308_1_covN1_2_2022-03-11,TPKAP220308_1,Ybazeta,N1_qPCR_Assay,HSNRI_qPCR_2,Jknockleby,2022-03-11,2022-03-11,solid,covN1,,gcL,,2,21708.33822094,,276.9230769,1.384615385,
1699_TPKAP220308_1_covN1_3_2022-03-11,TPKAP220308_1,Ybazeta,N1_qPCR_Assay,HSNRI_qPCR_2,Jknockleby,2022-03-11,2022-03-11,solid,covN1,,gcL,,3,26049.18253182,,276.9230769,1.384615385,
1700_TPKAP220308_1_covN2_1_2022-03-11,TPKAP220308_1,Ybazeta,N2_qPCR_Assay,HSNRI_qPCR_1,Jknockleby,2022-03-11,2022-03-11,solid,covN2,,gcL,,1,17801.087230052,,276.9230769,1.384615385,
1701_TPKAP220308_1_covN2_2_2022-03-11,TPKAP220308_1,Ybazeta,N2_qPCR_Assay,HSNRI_qPCR_1,Jknockleby,2022-03-11,2022-03-11,solid,covN2,,gcL,,2,14725.085102476,,276.9230769,1.384615385,
1702_TPKAP220308_1_covN2_3_2022-03-11,TPKAP220308_1,Ybazeta,N2_qPCR_Assay,HSNRI_qPCR_1,Jknockleby,2022-03-11,2022-03-11,solid,covN2,,gcL,,3,11576.925754898,,276.9230769,1.384615385,
1703_TPKAP220308_1_nPMMoV_1_2022-03-11,TPKAP220308_1,Ybazeta,PMMoV_qPCR_Assay,HSNRI_qPCR_2,Jknockleby,2022-03-11,2022-03-11,solid,nPMMoV,,gcL,,1,11989936.6377455,,276.9230769,1.384615385,
1704_TPKAP220308_1_nPMMoV_2_2022-03-11,TPKAP220308_1,Ybazeta,PMMoV_qPCR_Assay,HSNRI_qPCR_2,Jknockleby,2022-03-11,2022-03-11,solid,nPMMoV,,gcL,,2,9898730.7598681,,276.9230769,1.384615385,
1705_TPKAP220308_1_nPMMoV_3_2022-03-11,TPKAP220308_1,Ybazeta,PMMoV_qPCR_Assay,HSNRI_qPCR_2,Jknockleby,2022-03-11,2022-03-11,solid,nPMMoV,,gcL,,3,9249778.08872477,,276.9230769,1.384615385,
1706_TPKAP220308_2_covN1_1_2022-03-11,TPKAP220308_2,Ybazeta,N1_qPCR_Assay,HSNRI_qPCR_2,Jknockleby,2022-03-11,2022-03-11,solid,covN1,,gcL,,1,9477.43304172,,276.9230769,1.384615385,
1707_TPKAP220308_2_covN1_2_2022-03-11,TPKAP220308_2,Ybazeta,N1_qPCR_Assay,HSNRI_qPCR_2,Jknockleby,2022-03-11,2022-03-11,solid,covN1,,gcL,,2,10154.15524312,,276.9230769,1.384615385,
1708_TPKAP220308_2_covN1_3_2022-03-11,TPKAP220308_2,Ybazeta,N1_qPCR_Assay,HSNRI_qPCR_2,Jknockleby,2022-03-11,2022-03-11,solid,covN1,,gcL,,3,9021.49416686,,276.9230769,1.384615385,
1709_TPKAP220308_2_covN2_1_2022-03-11,TPKAP220308_2,Ybazeta,N2_qPCR_Assay,HSNRI_qPCR_1,Jknockleby,2022-03-11,2022-03-11,solid,covN2,,gcL,,1,5205.6505064928,,276.9230769,1.384615385,
1710_TPKAP220308_2_covN2_2_2022-03-11,TPKAP220308_2,Ybazeta,N2_qPCR_Assay,HSNRI_qPCR_1,Jknockleby,2022-03-11,2022-03-11,solid,covN2,,gcL,,2,4145.4066502268,J,276.9230769,1.384615385,
1711_TPKAP220308_2_covN2_3_2022-03-11,TPKAP220308_2,Ybazeta,N2_qPCR_Assay,HSNRI_qPCR_1,Jknockleby,2022-03-11,2022-03-11,solid,covN2,,gcL,,3,6584.4102418472,,276.9230769,1.384615385,
1712_TPKAP220308_2_nPMMoV_1_2022-03-11,TPKAP220308_2,Ybazeta,PMMoV_qPCR_Assay,HSNRI_qPCR_2,Jknockleby,2022-03-11,2022-03-11,solid,nPMMoV,,gcL,,1,11287926.94048,,276.9230769,1.384615385,
1713_TPKAP220308_2_nPMMoV_2_2022-03-11,TPKAP220308_2,Ybazeta,PMMoV_qPCR_Assay,HSNRI_qPCR_2,Jknockleby,2022-03-11,2022-03-11,solid,nPMMoV,,gcL,,2,5901888.70884786,,276.9230769,1.384615385,
1714_TPKAP220308_2_nPMMoV_3_2022-03-11,TPKAP220308_2,Ybazeta,PMMoV_qPCR_Assay,HSNRI_qPCR_2,Jknockleby,2022-03-11,2022-03-11,solid,nPMMoV,,gcL,,3,9179493.07088738,,276.9230769,1.384615385,
1715_TPKAP220315_1_covN1_1_2022-03-17,TPKAP220315_1,Ybazeta,N1_qPCR_Assay,HSNRI_qPCR_2,Jknockleby,2022-03-17,2022-03-17,solid,covN1,,gcL,,1,0.0,ND,276.9230769,1.384615385,
1716_TPKAP220315_1_covN1_2_2022-03-17,TPKAP220315_1,Ybazeta,N1_qPCR_Assay,HSNRI_qPCR_2,Jknockleby,2022-03-17,2022-03-17,solid,covN1,,gcL,,2,0.0,ND,276.9230769,1.384615385,
1717_TPKAP220315_1_covN1_3_2022-03-17,TPKAP220315_1,Ybazeta,N1_qPCR_Assay,HSNRI_qPCR_2,Jknockleby,2022-03-17,2022-03-17,solid,covN1,,gcL,,3,0.0,ND,276.9230769,1.384615385,
1718_TPKAP220315_1_covN2_1_2022-03-17,TPKAP220315_1,Ybazeta,N2_qPCR_Assay,HSNRI_qPCR_1,Jknockleby,2022-03-17,2022-03-17,solid,covN2,,gcL,,1,0.0,ND,276.9230769,1.384615385,
1719_TPKAP220315_1_covN2_2_2022-03-17,TPKAP220315_1,Ybazeta,N2_qPCR_Assay,HSNRI_qPCR_1,Jknockleby,2022-03-17,2022-03-17,solid,covN2,,gcL,,2,0.0,ND,276.9230769,1.384615385,
1720_TPKAP220315_1_covN2_3_2022-03-17,TPKAP220315_1,Ybazeta,N2_qPCR_Assay,HSNRI_qPCR_1,Jknockleby,2022-03-17,2022-03-17,solid,covN2,,gcL,,3,0.0,ND,276.9230769,1.384615385,
1721_TPKAP220315_1_nPMMoV_1_2022-03-17,TPKAP220315_1,Ybazeta,PMMoV_qPCR_Assay,HSNRI_qPCR_2,Jknockleby,2022-03-17,2022-03-17,solid,nPMMoV,,gcL,,1,12173326.6585472,,276.9230769,1.384615385,
1722_TPKAP220315_1_nPMMoV_2_2022-03-17,TPKAP220315_1,Ybazeta,PMMoV_qPCR_Assay,HSNRI_qPCR_2,Jknockleby,2022-03-17,2022-03-17,solid,nPMMoV,,gcL,,2,11394979.850096,,276.9230769,1.384615385,
1723_TPKAP220315_1_nPMMoV_3_2022-03-17,TPKAP220315_1,Ybazeta,PMMoV_qPCR_Assay,HSNRI_qPCR_2,Jknockleby,2022-03-17,2022-03-17,solid,nPMMoV,,gcL,,3,11786697.7885546,,276.9230769,1.384615385,
1724_TPKAP220315_2_covN1_1_2022-03-17,TPKAP220315_2,Ybazeta,N1_qPCR_Assay,HSNRI_qPCR_2,Jknockleby,2022-03-17,2022-03-17,solid,covN1,,gcL,,1,0.0,ND,276.9230769,1.384615385,
1725_TPKAP220315_2_covN1_2_2022-03-17,TPKAP220315_2,Ybazeta,N1_qPCR_Assay,HSNRI_qPCR_2,Jknockleby,2022-03-17,2022-03-17,solid,covN1,,gcL,,2,0.0,ND,276.9230769,1.384615385,
1726_TPKAP220315_2_covN1_3_2022-03-17,TPKAP220315_2,Ybazeta,N1_qPCR_Assay,HSNRI_qPCR_2,Jknockleby,2022-03-17,2022-03-17,solid,covN1,,gcL,,3,0.0,ND,276.9230769,1.384615385,
1727_TPKAP220315_2_covN2_1_2022-03-17,TPKAP220315_2,Ybazeta,N2_qPCR_Assay,HSNRI_qPCR_1,Jknockleby,2022-03-17,2022-03-17,solid,covN2,,gcL,,1,0.0,ND,276.9230769,1.384615385,
1728_TPKAP220315_2_covN2_2_2022-03-17,TPKAP220315_2,Ybazeta,N2_qPCR_Assay,HSNRI_qPCR_1,Jknockleby,2022-03-17,2022-03-17,solid,covN2,,gcL,,2,0.0,ND,276.9230769,1.384615385,
1729_TPKAP220315_2_covN2_3_2022-03-17,TPKAP220315_2,Ybazeta,N2_qPCR_Assay,HSNRI_qPCR_1,Jknockleby,2022-03-17,2022-03-17,solid,covN2,,gcL,,3,0.0,ND,276.9230769,1.384615385,
1730_TPKAP220315_2_nPMMoV_1_2022-03-17,TPKAP220315_2,Ybazeta,PMMoV_qPCR_Assay,HSNRI_qPCR_2,Jknockleby,2022-03-17,2022-03-17,solid,nPMMoV,,gcL,,1,8474782.62001523,,276.9230769,1.384615385,
1731_TPKAP220315_2_nPMMoV_2_2022-03-17,TPKAP220315_2,Ybazeta,PMMoV_qPCR_Assay,HSNRI_qPCR_2,Jknockleby,2022-03-17,2022-03-17,solid,nPMMoV,,gcL,,2,10569164.1219061,,276.9230769,1.384615385,
1732_TPKAP220315_2_nPMMoV_3_2022-03-17,TPKAP220315_2,Ybazeta,PMMoV_qPCR_Assay,HSNRI_qPCR_2,Jknockleby,2022-03-17,2022-03-17,solid,nPMMoV,,gcL,,3,13363050.139607,,276.9230769,1.384615385,
1733_TPKAP220322_1_covN1_1_2022-03-28,TPKAP220322_1,Ybazeta,N1_qPCR_Assay,HSNRI_qPCR_2,Jknockleby,2022-03-28,2022-03-28,solid,covN1,,gcL,,1,98962.35251056,,276.9230769,1.384615385,
1734_TPKAP220322_1_covN1_2_2022-03-28,TPKAP220322_1,Ybazeta,N1_qPCR_Assay,HSNRI_qPCR_2,Jknockleby,2022-03-28,2022-03-28,solid,covN1,,gcL,,2,89484.0528022,,276.9230769,1.384615385,
1735_TPKAP220322_1_covN1_3_2022-03-28,TPKAP220322_1,Ybazeta,N1_qPCR_Assay,HSNRI_qPCR_2,Jknockleby,2022-03-28,2022-03-28,solid,covN1,,gcL,,3,89073.4694815,,276.9230769,1.384615385,
1736_TPKAP220322_1_covN2_1_2022-03-28,TPKAP220322_1,Ybazeta,N2_qPCR_Assay,HSNRI_qPCR_1,Jknockleby,2022-03-28,2022-03-28,solid,covN2,,gcL,,1,153935.482767173,,276.9230769,1.384615385,
1737_TPKAP220322_1_covN2_2_2022-03-28,TPKAP220322_1,Ybazeta,N2_qPCR_Assay,HSNRI_qPCR_1,Jknockleby,2022-03-28,2022-03-28,solid,covN2,,gcL,,2,123911.431724477,,276.9230769,1.384615385,
1738_TPKAP220322_1_covN2_3_2022-03-28,TPKAP220322_1,Ybazeta,N2_qPCR_Assay,HSNRI_qPCR_1,Jknockleby,2022-03-28,2022-03-28,solid,covN2,,gcL,,3,109377.056392405,,276.9230769,1.384615385,
1739_TPKAP220322_1_nPMMoV_1_2022-03-28,TPKAP220322_1,Ybazeta,PMMoV_qPCR_Assay,HSNRI_qPCR_2,Jknockleby,2022-03-28,2022-03-28,solid,nPMMoV,,gcL,,1,4442564.5743057,,276.9230769,1.384615385,
1740_TPKAP220322_1_nPMMoV_2_2022-03-28,TPKAP220322_1,Ybazeta,PMMoV_qPCR_Assay,HSNRI_qPCR_2,Jknockleby,2022-03-28,2022-03-28,solid,nPMMoV,,gcL,,2,6473094.96905006,,276.9230769,1.384615385,
1741_TPKAP220322_1_nPMMoV_3_2022-03-28,TPKAP220322_1,Ybazeta,PMMoV_qPCR_Assay,HSNRI_qPCR_2,Jknockleby,2022-03-28,2022-03-28,solid,nPMMoV,,gcL,,3,7086859.08672057,,276.9230769,1.384615385,
1742_TPKAP220322_2_covN1_1_2022-03-28,TPKAP220322_2,Ybazeta,N1_qPCR_Assay,HSNRI_qPCR_2,Jknockleby,2022-03-28,2022-03-28,solid,covN1,,gcL,,1,55289.28718768,,276.9230769,1.384615385,
1743_TPKAP220322_2_covN1_2_2022-03-28,TPKAP220322_2,Ybazeta,N1_qPCR_Assay,HSNRI_qPCR_2,Jknockleby,2022-03-28,2022-03-28,solid,covN1,,gcL,,2,60137.05926074,,276.9230769,1.384615385,
1744_TPKAP220322_2_covN1_3_2022-03-28,TPKAP220322_2,Ybazeta,N1_qPCR_Assay,HSNRI_qPCR_2,Jknockleby,2022-03-28,2022-03-28,solid,covN1,,gcL,,3,44727.00417934,,276.9230769,1.384615385,
1745_TPKAP220322_2_covN2_1_2022-03-28,TPKAP220322_2,Ybazeta,N2_qPCR_Assay,HSNRI_qPCR_1,Jknockleby,2022-03-28,2022-03-28,solid,covN2,,gcL,,1,76126.3981951398,,276.9230769,1.384615385,
1746_TPKAP220322_2_covN2_2_2022-03-28,TPKAP220322_2,Ybazeta,N2_qPCR_Assay,HSNRI_qPCR_1,Jknockleby,2022-03-28,2022-03-28,solid,covN2,,gcL,,2,63350.4474613649,,276.9230769,1.384615385,
1747_TPKAP220322_2_covN2_3_2022-03-28,TPKAP220322_2,Ybazeta,N2_qPCR_Assay,HSNRI_qPCR_1,Jknockleby,2022-03-28,2022-03-28,solid,covN2,,gcL,,3,67939.6584273346,,276.9230769,1.384615385,
1748_TPKAP220322_2_nPMMoV_1_2022-03-28,TPKAP220322_2,Ybazeta,PMMoV_qPCR_Assay,HSNRI_qPCR_2,Jknockleby,2022-03-28,2022-03-28,solid,nPMMoV,,gcL,,1,3807313.96485187,,276.9230769,1.384615385,
1749_TPKAP220322_2_nPMMoV_2_2022-03-28,TPKAP220322_2,Ybazeta,PMMoV_qPCR_Assay,HSNRI_qPCR_2,Jknockleby,2022-03-28,2022-03-28,solid,nPMMoV,,gcL,,2,4256414.030824,,276.9230769,1.384615385,
1750_TPKAP220322_2_nPMMoV_3_2022-03-28,TPKAP220322_2,Ybazeta,PMMoV_qPCR_Assay,HSNRI_qPCR_2,Jknockleby,2022-03-28,2022-03-28,solid,nPMMoV,,gcL,,3,1962612.50205637,,276.9230769,1.384615385,
1751_TPKAP220405_1_covN1_1_2022-04-11,TPKAP220405_1,Ybazeta,N1_qPCR_Assay,HSNRI_qPCR_2,Jknockleby,2022-04-11,2022-04-11,solid,covN1,,gcL,,1,108819.3855406,,276.9230769,1.384615385,
1752_TPKAP220405_1_covN1_2_2022-04-11,TPKAP220405_1,Ybazeta,N1_qPCR_Assay,HSNRI_qPCR_2,Jknockleby,2022-04-11,2022-04-11,solid,covN1,,gcL,,2,137129.26800286,,276.9230769,1.384615385,
1753_TPKAP220405_1_covN1_3_2022-04-11,TPKAP220405_1,Ybazeta,N1_qPCR_Assay,HSNRI_qPCR_2,Jknockleby,2022-04-11,2022-04-11,solid,covN1,,gcL,,3,114325.9687045,,276.9230769,1.384615385,
1754_TPKAP220405_1_covN2_1_2022-04-11,TPKAP220405_1,Ybazeta,N2_qPCR_Assay,HSNRI_qPCR_1,Jknockleby,2022-04-11,2022-04-11,solid,covN2,,gcL,,1,152072.891768048,,276.9230769,1.384615385,
1755_TPKAP220405_1_covN2_2_2022-04-11,TPKAP220405_1,Ybazeta,N2_qPCR_Assay,HSNRI_qPCR_1,Jknockleby,2022-04-11,2022-04-11,solid,covN2,,gcL,,2,151128.153520519,,276.9230769,1.384615385,
1756_TPKAP220405_1_covN2_3_2022-04-11,TPKAP220405_1,Ybazeta,N2_qPCR_Assay,HSNRI_qPCR_1,Jknockleby,2022-04-11,2022-04-11,solid,covN2,,gcL,,3,164409.456948144,,276.9230769,1.384615385,
1757_TPKAP220405_1_nPMMoV_1_2022-04-11,TPKAP220405_1,Ybazeta,PMMoV_qPCR_Assay,HSNRI_qPCR_1,Jknockleby,2022-04-11,2022-04-11,solid,nPMMoV,,gcL,,1,5075109.18379132,,92.3076923076923,0.461538461538461,
1758_TPKAP220405_1_nPMMoV_2_2022-04-11,TPKAP220405_1,Ybazeta,PMMoV_qPCR_Assay,HSNRI_qPCR_1,Jknockleby,2022-04-11,2022-04-11,solid,nPMMoV,,gcL,,2,4296324.97778004,,92.3076923076923,0.461538461538461,
1759_TPKAP220405_1_nPMMoV_3_2022-04-11,TPKAP220405_1,Ybazeta,PMMoV_qPCR_Assay,HSNRI_qPCR_1,Jknockleby,2022-04-11,2022-04-11,solid,nPMMoV,,gcL,,3,5129413.35130873,,92.3076923076923,0.461538461538461,
1760_TPKAP220412_1_covN1_1_2022-04-19,TPKAP220412_1,Ybazeta,N1_qPCR_Assay,HSNRI_qPCR_2,Jknockleby,2022-04-19,2022-04-19,solid,covN1,,gcL,,1,0.0,ND,276.9230769,1.384615385,
1761_TPKAP220412_1_covN1_2_2022-04-19,TPKAP220412_1,Ybazeta,N1_qPCR_Assay,HSNRI_qPCR_2,Jknockleby,2022-04-19,2022-04-19,solid,covN1,,gcL,,2,0.0,ND,276.9230769,1.384615385,
1762_TPKAP220412_1_covN1_3_2022-04-19,TPKAP220412_1,Ybazeta,N1_qPCR_Assay,HSNRI_qPCR_2,Jknockleby,2022-04-19,2022-04-19,solid,covN1,,gcL,,3,592.9444262,UJ,276.9230769,1.384615385,
1763_TPKAP220412_1_covN2_1_2022-04-19,TPKAP220412_1,Ybazeta,N2_qPCR_Assay,HSNRI_qPCR_1,Jknockleby,2022-04-19,2022-04-19,solid,covN2,,gcL,,1,313.126642298804,UJ,276.9230769,1.384615385,
1764_TPKAP220412_1_covN2_2_2022-04-19,TPKAP220412_1,Ybazeta,N2_qPCR_Assay,HSNRI_qPCR_1,Jknockleby,2022-04-19,2022-04-19,solid,covN2,,gcL,,2,0.0,ND,276.9230769,1.384615385,
1765_TPKAP220412_1_covN2_3_2022-04-19,TPKAP220412_1,Ybazeta,N2_qPCR_Assay,HSNRI_qPCR_1,Jknockleby,2022-04-19,2022-04-19,solid,covN2,,gcL,,3,452.709996330409,UJ,276.9230769,1.384615385,
1766_TPKAP220412_1_nPMMoV_1_2022-04-19,TPKAP220412_1,Ybazeta,PMMoV_qPCR_Assay,HSNRI_qPCR_1,Jknockleby,2022-04-19,2022-04-19,solid,nPMMoV,,gcL,,1,153958787.090739,,276.9230769,1.384615385,
1767_TPKAP220412_1_nPMMoV_2_2022-04-19,TPKAP220412_1,Ybazeta,PMMoV_qPCR_Assay,HSNRI_qPCR_1,Jknockleby,2022-04-19,2022-04-19,solid,nPMMoV,,gcL,,2,122872084.762413,,276.9230769,1.384615385,
1768_TPKAP220412_1_nPMMoV_3_2022-04-19,TPKAP220412_1,Ybazeta,PMMoV_qPCR_Assay,HSNRI_qPCR_1,Jknockleby,2022-04-19,2022-04-19,solid,nPMMoV,,gcL,,3,196348143.978452,,276.9230769,1.384615385,
1769_TPKAP220412_2_covN1_1_2022-04-19,TPKAP220412_2,Ybazeta,N1_qPCR_Assay,HSNRI_qPCR_2,Jknockleby,2022-04-19,2022-04-19,solid,covN1,,gcL,,1,0.0,ND,276.9230769,1.384615385,
1770_TPKAP220412_2_covN1_2_2022-04-19,TPKAP220412_2,Ybazeta,N1_qPCR_Assay,HSNRI_qPCR_2,Jknockleby,2022-04-19,2022-04-19,solid,covN1,,gcL,,2,0.0,ND,276.9230769,1.384615385,
1771_TPKAP220412_2_covN1_3_2022-04-19,TPKAP220412_2,Ybazeta,N1_qPCR_Assay,HSNRI_qPCR_2,Jknockleby,2022-04-19,2022-04-19,solid,covN1,,gcL,,3,1.19946662976,UJ,276.9230769,1.384615385,
1772_TPKAP220412_2_covN2_1_2022-04-19,TPKAP220412_2,Ybazeta,N2_qPCR_Assay,HSNRI_qPCR_1,Jknockleby,2022-04-19,2022-04-19,solid,covN2,,gcL,,1,1082.67837023565,J,276.9230769,1.384615385,
1773_TPKAP220412_2_covN2_2_2022-04-19,TPKAP220412_2,Ybazeta,N2_qPCR_Assay,HSNRI_qPCR_1,Jknockleby,2022-04-19,2022-04-19,solid,covN2,,gcL,,2,0.0,ND,276.9230769,1.384615385,
1774_TPKAP220412_2_covN2_3_2022-04-19,TPKAP220412_2,Ybazeta,N2_qPCR_Assay,HSNRI_qPCR_1,Jknockleby,2022-04-19,2022-04-19,solid,covN2,,gcL,,3,1269.89953302915,J,276.9230769,1.384615385,
1775_TPKAP220412_2_nPMMoV_1_2022-04-19,TPKAP220412_2,Ybazeta,PMMoV_qPCR_Assay,HSNRI_qPCR_1,Jknockleby,2022-04-19,2022-04-19,solid,nPMMoV,,gcL,,1,77358364.2107969,,276.9230769,1.384615385,
1776_TPKAP220412_2_nPMMoV_2_2022-04-19,TPKAP220412_2,Ybazeta,PMMoV_qPCR_Assay,HSNRI_qPCR_1,Jknockleby,2022-04-19,2022-04-19,solid,nPMMoV,,gcL,,2,91836409.3179122,,276.9230769,1.384615385,
1777_TPKAP220412_2_nPMMoV_3_2022-04-19,TPKAP220412_2,Ybazeta,PMMoV_qPCR_Assay,HSNRI_qPCR_1,Jknockleby,2022-04-19,2022-04-19,solid,nPMMoV,,gcL,,3,95460493.8962559,,276.9230769,1.384615385,
1778_TPKAP220419_1_covN1_1_2022-04-20,TPKAP220419_1,Ybazeta,N1_qPCR_Assay,HSNRI_qPCR_2,Jknockleby,2022-04-20,2022-04-20,solid,covN1,,gcL,,1,13797.18846436,,276.9230769,1.384615385,
1779_TPKAP220419_1_covN1_2_2022-04-20,TPKAP220419_1,Ybazeta,N1_qPCR_Assay,HSNRI_qPCR_2,Jknockleby,2022-04-20,2022-04-20,solid,covN1,,gcL,,2,18727.14942378,,276.9230769,1.384615385,
1780_TPKAP220419_1_covN1_3_2022-04-20,TPKAP220419_1,Ybazeta,N1_qPCR_Assay,HSNRI_qPCR_2,Jknockleby,2022-04-20,2022-04-20,solid,covN1,,gcL,,3,19556.83828714,,276.9230769,1.384615385,
1781_TPKAP220419_1_covN2_1_2022-04-20,TPKAP220419_1,Ybazeta,N2_qPCR_Assay,HSNRI_qPCR_1,Jknockleby,2022-04-20,2022-04-20,solid,covN2,,gcL,,1,29179.6144057598,,276.9230769,1.384615385,
1782_TPKAP220419_1_covN2_2_2022-04-20,TPKAP220419_1,Ybazeta,N2_qPCR_Assay,HSNRI_qPCR_1,Jknockleby,2022-04-20,2022-04-20,solid,covN2,,gcL,,2,32322.8497540662,,276.9230769,1.384615385,
1783_TPKAP220419_1_covN2_3_2022-04-20,TPKAP220419_1,Ybazeta,N2_qPCR_Assay,HSNRI_qPCR_1,Jknockleby,2022-04-20,2022-04-20,solid,covN2,,gcL,,3,43590.7631995332,,276.9230769,1.384615385,
1784_TPKAP220419_1_nPMMoV_1_2022-04-20,TPKAP220419_1,Ybazeta,PMMoV_qPCR_Assay,HSNRI_qPCR_1,Jknockleby,2022-04-20,2022-04-20,solid,nPMMoV,,gcL,,1,1215324.44535064,B,276.9230769,1.384615385,ONE PROCESS CONTROL WELL AMPLIFIED CT>40
1785_TPKAP220419_1_nPMMoV_2_2022-04-20,TPKAP220419_1,Ybazeta,PMMoV_qPCR_Assay,HSNRI_qPCR_1,Jknockleby,2022-04-20,2022-04-20,solid,nPMMoV,,gcL,,2,1335236.66127847,B,276.9230769,1.384615385,ONE PROCESS CONTROL WELL AMPLIFIED CT>40
1786_TPKAP220419_1_nPMMoV_3_2022-04-20,TPKAP220419_1,Ybazeta,PMMoV_qPCR_Assay,HSNRI_qPCR_1,Jknockleby,2022-04-20,2022-04-20,solid,nPMMoV,,gcL,,3,1486285.80620906,B,276.9230769,1.384615385,ONE PROCESS CONTROL WELL AMPLIFIED CT>40
1787_TPKAP220419_2_covN1_1_2022-04-20,TPKAP220419_2,Ybazeta,N1_qPCR_Assay,HSNRI_qPCR_2,Jknockleby,2022-04-20,2022-04-20,solid,covN1,,gcL,,1,13253.64403664,,276.9230769,1.384615385,
