sampleID,siteID,type,collection,dateTime,dateTimeStart,dateTimeEnd,sizeL,fieldSampleTempC,shippedOnIce,sentDate,recDate,notes
TPKAP220830_1,TPKAP,rawWW,cpTP24h,,2022-08-29 08:00:00,2022-08-30 08:00:00,0.5,,Yes,,,
TPKAP220906_1,TPKAP,rawWW,cpTP24h,,2022-09-05 08:00:00,2022-09-06 08:00:00,0.5,,Yes,,,
TPKAP220906_3,TPKAP,rawWW,cpTP24h,,2022-09-05 08:00:00,2022-09-06 08:00:00,0.5,,Yes,,,
TPKAP220913_1,TPKAP,rawWW,cpTP24h,,2022-09-12 08:00:00,2022-09-13 08:00:00,0.5,,Yes,,,
TPKAP220920_1,TPKAP,rawWW,cpTP24h,,2022-09-19 08:00:00,2022-09-20 08:00:00,0.5,,Yes,,,
TPKAP220927_1,TPKAP,rawWW,cpTP24h,,2022-09-26 08:00:00,2022-09-27 08:00:00,0.5,,Yes,,,
TPKAP221004_1,TPKAP,rawWW,cpTP24h,,2022-10-03 08:00:00,2022-10-04 08:00:00,0.5,,Yes,,,
TPKAP221011_1,TPKAP,rawWW,cpTP24h,,2022-10-10 08:00:00,2022-10-11 08:00:00,0.5,,Yes,,,
TPKAP221011_3,TPKAP,rawWW,cpTP24h,,2022-10-10 08:00:00,2022-10-11 08:00:00,0.5,,Yes,,,
TPKAP221018_1,TPKAP,rawWW,cpTP24h,,2022-10-17 08:00:00,2022-10-18 08:00:00,0.5,,Yes,,,changed sample name from _2 to _1 to reflect data on tab 7
TPKAP221025_1,TPKAP,rawWW,cpTP24h,,2022-10-24 08:00:00,2022-10-25 08:00:00,0.5,,Yes,,,
TPKAP221101_1,TPKAP,rawWW,cpTP24h,,2022-10-31 08:00:00,2022-11-01 08:00:00,0.5,,Yes,,,
TPKAP221108_4,TPKAP,rawWW,cpTP24h,,2022-11-07 08:00:00,2022-11-08 08:00:00,0.5,,Yes,,,
TPKAP221115_1,TPKAP,rawWW,cpTP24h,,2022-11-14 08:00:00,2022-11-15 08:00:00,0.5,,Yes,,,
TPKAP221122_1,TPKAP,rawWW,cpTP24h,,2022-11-21 08:00:00,2022-11-22 08:00:00,0.5,,Yes,,,
